movie_id,month,watch_hours,unique_viewers,completion_rate,avg_watch_time,churn_impact_score
M206,2020-10,6877427,2711706,0.6805,1.33,3.95
M208,2020-10,573967,189216,0.5628,0.89,3.45
M214,2020-10,942156,460672,0.5725,1.03,4.64
M215,2020-10,2420736,932464,0.6097,1.42,2.1
M216,2020-10,174920,79197,0.5508,0.82,2.97
M220,2020-10,5970638,2319637,0.6948,1.53,2.3
M221,2020-10,1600609,743130,0.6203,1.3,4.0
M222,2020-10,108835,38263,0.5878,0.79,4.67
M102,2020-11,468490,164489,0.6902,1.05,4.8
M104,2020-11,18433,6251,0.6181,0.82,2.18
M107,2020-11,2808475,1196526,0.6939,0.97,2.43
M108,2020-11,261192,141320,0.6218,1.42,4.25
M109,2020-11,502094,179128,0.7229,0.92,1.02
M110,2020-11,4529083,1575903,0.7964,1.05,2.69
M114,2020-11,769369,338636,0.7236,1.7,4.19
M115,2020-11,2521029,1238812,0.7344,1.19,3.25
M117,2020-11,1335533,639021,0.7051,1.04,2.43
M120,2020-11,1796850,760412,0.7058,0.91,4.26
M123,2020-11,370408,159894,0.6094,1.21,4.93
M126,2020-11,344465,135049,0.6095,1.49,3.4
M129,2020-11,1870474,674083,0.6139,1.0,3.54
M130,2020-11,78602,35009,0.5326,1.06,3.34
M132,2020-11,658591,244209,0.6516,0.98,3.47
M134,2020-11,240098,107552,0.5369,0.69,2.5
M136,2020-11,464249,230701,0.5902,1.17,4.78
M138,2020-11,4089615,1809431,0.6239,1.17,4.91
M139,2020-11,327750,148717,0.5262,0.8,3.16
M140,2020-11,2497272,914413,0.6324,1.26,2.53
M141,2020-11,437259,180737,0.5853,0.85,3.54
M142,2020-11,126393,60593,0.5246,1.26,1.95
M148,2020-11,523118,185833,0.5606,0.8,2.0
M149,2020-11,958590,394874,0.6168,0.8,4.89
M151,2020-11,45206,22215,0.3756,0.82,4.28
M153,2020-11,2266997,1240330,0.4356,1.04,3.38
M155,2020-11,344690,122347,0.3839,0.65,3.42
M157,2020-11,169272,85004,0.3805,0.46,3.0
M158,2020-11,1249248,502102,0.4523,0.76,2.96
M159,2020-11,2694023,1026829,0.4649,0.79,3.26
M162,2020-11,531352,220403,0.3978,0.74,2.95
M164,2020-11,142210,51246,0.3895,0.59,1.14
M166,2020-11,468241,174499,0.4223,0.65,2.82
M170,2020-11,537818,249451,0.4081,0.5,4.08
M171,2020-11,69445,22520,0.3874,0.73,1.76
M173,2020-11,78461,26492,0.3801,0.78,2.53
M175,2020-11,1107802,466197,0.4568,0.93,4.11
M176,2020-11,1416408,708275,0.6274,1.0,4.95
M177,2020-11,154846,85920,0.4835,0.99,3.93
M178,2020-11,190223,81833,0.5202,1.27,2.8
M179,2020-11,245687,119271,0.5679,0.87,4.61
M180,2020-11,1711201,639086,0.6062,0.96,2.51
M182,2020-11,2486154,1090890,0.6793,0.9,1.24
M183,2020-11,883313,487986,0.6341,1.19,1.03
M184,2020-11,673806,211778,0.5981,0.98,2.72
M185,2020-11,2286583,750631,0.665,1.37,2.51
M188,2020-11,87448,38046,0.5215,1.1,3.9
M190,2020-11,39054,19581,0.5151,1.09,4.26
M191,2020-11,9269540,3477347,0.6779,0.98,4.94
M193,2020-11,2217835,754964,0.6008,1.35,2.3
M196,2020-11,725850,273960,0.57,1.0,4.73
M197,2020-11,3272609,1028598,0.6729,1.06,1.78
M198,2020-11,655505,259290,0.6236,0.85,4.19
M200,2020-11,2291290,835539,0.6474,1.15,1.46
M201,2020-11,233288,109152,0.5406,0.71,2.74
M202,2020-11,192822,95252,0.5464,0.81,2.03
M204,2020-11,4259039,1393429,0.6162,1.32,1.36
M205,2020-11,164359,54410,0.5316,1.08,2.51
M206,2020-11,6239174,2204340,0.6491,1.5,4.23
M208,2020-11,521794,265954,0.5394,1.3,3.98
M211,2020-11,2719209,1174689,0.6927,0.83,1.25
M214,2020-11,840030,281326,0.604,1.26,4.19
M215,2020-11,2287684,865804,0.5961,1.07,1.58
M216,2020-11,164761,55435,0.525,0.73,3.66
M220,2020-11,5367130,1927742,0.6699,0.91,4.99
M221,2020-11,1500086,607421,0.6314,1.07,4.92
M222,2020-11,99104,33491,0.5505,1.16,1.21
M102,2020-12,455388,222072,0.6844,1.41,4.39
M104,2020-12,18459,7190,0.5869,1.28,2.56
M107,2020-12,2593004,1180647,0.7188,1.23,1.52
M108,2020-12,253959,97207,0.6223,1.12,1.65
M109,2020-12,441925,159290,0.6866,1.49,3.94
M110,2020-12,3887830,1380454,0.7728,1.08,4.8
M114,2020-12,674438,226448,0.7543,1.08,1.21
M115,2020-12,2361337,871298,0.7497,1.29,1.14
M117,2020-12,1240079,499211,0.7064,1.19,3.77
M120,2020-12,1761511,647156,0.7229,1.13,3.61
M123,2020-12,333130,169273,0.6041,1.13,1.09
M126,2020-12,333086,128027,0.5687,0.82,2.94
M129,2020-12,1675082,695886,0.6036,1.44,4.18
M130,2020-12,67954,23129,0.486,1.1,2.95
M132,2020-12,616458,235414,0.6707,1.46,4.86
M134,2020-12,221837,108058,0.525,1.18,1.49
M136,2020-12,421919,201998,0.5831,0.73,4.92
M138,2020-12,3696283,1600826,0.6322,0.76,2.2
M139,2020-12,311279,123170,0.5591,1.09,3.78
M140,2020-12,2225945,699888,0.6326,0.84,4.28
M141,2020-12,400665,194186,0.595,1.18,1.86
M142,2020-12,119276,60243,0.5461,0.93,4.61
M148,2020-12,498732,260223,0.5527,1.05,1.28
M149,2020-12,924134,289379,0.6148,1.26,4.28
M151,2020-12,42595,17840,0.3577,0.44,3.41
M153,2020-12,1955481,990382,0.4185,0.85,2.45
M155,2020-12,121684,148504,0.1849,0.45,2.51
M157,2020-12,156899,50679,0.3623,0.82,2.96
M158,2020-12,1133016,407466,0.4458,1.05,1.68
M159,2020-12,2560390,1091669,0.4583,0.87,3.38
M162,2020-12,1100009,369815,0.5431,0.74,2.52
M164,2020-12,131961,70416,0.3898,0.59,3.43
M166,2020-12,428342,208302,0.4343,0.68,2.71
M170,2020-12,509000,167768,0.4152,1.01,2.63
M171,2020-12,62159,32270,0.368,0.52,1.23
M173,2020-12,74717,29007,0.3886,0.68,3.03
M175,2020-12,1065453,431092,0.4353,0.92,2.62
M176,2020-12,1342980,436707,0.6223,1.35,1.98
M177,2020-12,142034,45360,0.5162,1.03,3.43
M178,2020-12,189462,69037,0.5241,0.68,4.36
M179,2020-12,220673,70424,0.5811,0.78,4.66
M180,2020-12,1556783,609363,0.6083,0.96,1.85
M182,2020-12,2399991,924360,0.6559,1.34,4.3
M183,2020-12,761698,311115,0.6309,1.26,2.31
M184,2020-12,607888,336367,0.5995,0.8,2.97
M185,2020-12,2054252,815164,0.6177,0.87,3.63
M188,2020-12,82148,34904,0.515,1.16,1.43
M190,2020-12,34592,11627,0.4881,0.81,4.48
M191,2020-12,8423516,4078406,0.642,1.52,1.64
M193,2020-12,1907157,771811,0.6283,1.2,4.2
M196,2020-12,687931,305090,0.5832,1.4,4.37
M197,2020-12,2873566,1470888,0.6304,1.17,4.07
M198,2020-12,611178,222276,0.6071,1.07,2.16
M200,2020-12,2154797,752042,0.6274,0.96,4.07
M201,2020-12,219603,68798,0.5374,1.14,4.24
M202,2020-12,177901,71067,0.5041,1.02,1.92
M204,2020-12,3805615,2052968,0.6545,1.31,1.36
M205,2020-12,142746,60224,0.4953,0.81,2.92
M206,2020-12,5652576,2092444,0.6402,1.06,2.67
M208,2020-12,486613,260697,0.532,0.79,2.89
M211,2020-12,2708987,1395617,0.6542,1.04,1.39
M214,2020-12,737636,286741,0.5931,0.99,4.12
M215,2020-12,2115365,911705,0.6125,1.44,1.52
M216,2020-12,149432,75911,0.5243,0.76,3.82
M220,2020-12,5015580,2633083,0.6623,1.65,1.81
M221,2020-12,1387737,745559,0.5946,1.39,4.41
M222,2020-12,96643,30533,0.5797,1.38,1.27
M102,2021-01,402790,129770,0.6792,1.43,1.52
M104,2021-01,15562,6002,0.6037,1.04,3.74
M107,2021-01,2469571,781471,0.6863,1.52,2.6
M108,2021-01,223777,108751,0.584,1.37,4.16
M109,2021-01,420412,150639,0.6923,1.47,3.21
M110,2021-01,3644157,1955169,0.7499,1.76,4.71
M114,2021-01,612752,210794,0.7341,1.39,1.01
M115,2021-01,2052563,775364,0.7325,1.4,3.89
M117,2021-01,1162553,437695,0.6822,1.55,1.88
M120,2021-01,1650385,806076,0.7266,1.61,4.12
M123,2021-01,299545,105322,0.6131,1.24,3.2
M126,2021-01,314324,149046,0.5634,1.23,1.62
M129,2021-01,1485161,527251,0.5884,0.84,1.74
M130,2021-01,66850,32382,0.5045,0.62,1.65
M132,2021-01,550176,233930,0.6604,1.0,4.64
M134,2021-01,205988,106161,0.5163,1.02,2.51
M136,2021-01,385023,130199,0.6082,0.93,1.33
M138,2021-01,3291474,1228923,0.6007,0.8,3.94
M139,2021-01,271180,97181,0.5251,0.93,1.65
M140,2021-01,2015955,999819,0.6128,0.83,4.3
M141,2021-01,364724,164628,0.6006,1.43,1.1
M142,2021-01,110742,55196,0.5428,0.92,4.54
M148,2021-01,478728,244576,0.5435,1.33,2.43
M149,2021-01,843128,428921,0.6212,1.23,1.71
M151,2021-01,39014,14781,0.3805,0.61,4.27
M153,2021-01,1852210,952052,0.4553,1.03,3.85
M155,2021-01,291527,161685,0.4107,0.66,2.56
M157,2021-01,153551,52952,0.3739,0.92,2.11
M158,2021-01,1001565,313706,0.4081,0.71,3.77
M159,2021-01,2246796,771855,0.4542,0.69,2.67
M162,2021-01,466261,183042,0.4046,0.79,2.69
M163,2021-01,3003270,1083861,0.4924,0.59,4.98
M164,2021-01,113577,43992,0.3979,0.66,4.4
M166,2021-01,401005,136090,0.3962,0.98,4.65
M170,2021-01,439499,148532,0.3738,0.79,2.51
M171,2021-01,55743,17691,0.3791,0.49,4.35
M173,2021-01,69734,37852,0.3788,0.73,4.25
M175,2021-01,929553,452250,0.4432,0.7,2.65
M176,2021-01,1206212,416803,0.6148,1.44,1.13
M177,2021-01,131160,52367,0.4705,1.1,3.22
M178,2021-01,172606,55917,0.5001,0.7,4.89
M179,2021-01,203699,64276,0.5613,0.83,1.73
M180,2021-01,1505493,582843,0.6071,0.98,3.57
M182,2021-01,2232140,1099168,0.6802,0.91,1.31
M183,2021-01,742338,248668,0.5964,0.77,3.39
M184,2021-01,582519,260895,0.5776,0.9,4.91
M185,2021-01,1985034,766648,0.6445,1.56,1.03
M188,2021-01,76740,34955,0.5149,1.1,4.9
M190,2021-01,32714,16894,0.4954,1.11,1.6
M191,2021-01,8065972,3454442,0.6643,0.93,2.85
M193,2021-01,1877517,972500,0.6259,1.28,4.08
M196,2021-01,601779,191093,0.5658,1.36,2.37
M197,2021-01,2751732,1209749,0.638,1.5,4.1
M198,2021-01,572072,273411,0.6155,1.24,2.99
M200,2021-01,2048006,1024171,0.6535,1.45,1.35
M201,2021-01,188203,84048,0.5667,0.95,1.36
M202,2021-01,156091,54184,0.5029,1.18,3.6
M204,2021-01,3513113,1780095,0.6284,1.08,4.43
M205,2021-01,143016,72209,0.4933,0.83,3.73
M206,2021-01,5211975,2404093,0.6638,1.35,3.96
M208,2021-01,445587,151060,0.5254,0.74,2.6
M211,2021-01,2307377,984580,0.6631,1.35,4.6
M214,2021-01,711050,370309,0.5816,1.28,1.8
M215,2021-01,1914117,852917,0.6248,1.14,2.11
M216,2021-01,128799,63823,0.5135,0.64,3.4
M220,2021-01,4395488,1412866,0.6481,0.82,4.47
M221,2021-01,1307730,474306,0.5935,0.77,2.62
M222,2021-01,84170,30091,0.5736,0.88,4.32
M102,2021-02,355789,116183,0.6651,1.1,2.68
M107,2021-02,2170202,785064,0.68,1.43,2.56
M108,2021-02,198864,68661,0.5999,1.2,2.29
M109,2021-02,402838,129340,0.6971,0.97,2.83
M110,2021-02,3315361,1101440,0.7377,1.38,1.01
M112,2021-02,17599987,5934883,0.7863,1.04,1.87
M114,2021-02,597316,250106,0.7233,1.2,4.81
M115,2021-02,1984641,761107,0.7087,1.68,3.01
M117,2021-02,1106916,398308,0.6924,1.15,3.17
M120,2021-02,1444301,503045,0.6777,0.97,3.38
M123,2021-02,284946,122074,0.6303,0.99,3.48
M126,2021-02,289499,96506,0.5948,1.22,3.47
M129,2021-02,1378074,552341,0.6026,1.07,3.32
M130,2021-02,56303,25524,0.496,0.84,1.78
M132,2021-02,516088,261414,0.6734,1.53,3.82
M134,2021-02,183914,101573,0.5037,1.18,2.06
M136,2021-02,379752,130355,0.5857,1.02,1.06
M138,2021-02,3004649,1292784,0.6358,1.04,4.84
M139,2021-02,262940,122951,0.5587,1.27,4.21
M140,2021-02,1882122,950365,0.6368,1.51,3.07
M141,2021-02,343604,177169,0.6101,1.35,4.37
M142,2021-02,102924,47554,0.5326,0.7,2.75
M148,2021-02,428727,162976,0.5314,0.69,2.53
M149,2021-02,778014,392387,0.5927,0.9,4.59
M151,2021-02,34787,13644,0.3553,0.78,3.64
M153,2021-02,1677033,539418,0.4374,0.58,2.84
M155,2021-02,279547,143364,0.3746,0.69,2.45
M157,2021-02,141549,60307,0.3711,0.91,1.31
M158,2021-02,967346,415999,0.4112,0.59,1.04
M159,2021-02,2002550,771930,0.4643,1.16,2.94
M162,2021-02,429915,167603,0.3824,0.55,1.12
M163,2021-02,2595009,1031221,0.4591,0.68,2.31
M164,2021-02,105664,37484,0.3935,0.96,2.39
M166,2021-02,355064,160513,0.4153,0.71,1.77
M170,2021-02,398055,144124,0.4119,0.81,4.07
M171,2021-02,52278,17954,0.4047,0.71,3.99
M173,2021-02,63271,23678,0.3874,0.65,3.53
M175,2021-02,840516,413202,0.4042,0.64,4.31
M176,2021-02,1132682,359444,0.5926,0.96,4.16
M178,2021-02,150541,79161,0.5028,0.68,2.27
M179,2021-02,176738,78188,0.5733,1.11,2.54
M180,2021-02,1354427,533624,0.5651,1.33,4.44
M182,2021-02,1894018,621044,0.6561,1.06,1.79
M183,2021-02,689671,276076,0.6395,0.91,2.31
M184,2021-02,512742,196680,0.5593,1.39,4.65
M185,2021-02,1762089,591642,0.6201,0.78,3.58
M188,2021-02,68038,35195,0.5301,1.16,2.6
M190,2021-02,29424,13144,0.5006,0.9,4.39
M191,2021-02,7619282,3867698,0.6487,0.82,1.04
M193,2021-02,1589399,705771,0.6194,0.9,4.61
M196,2021-02,559982,182759,0.5845,0.9,4.14
M197,2021-02,2352345,752508,0.6188,1.4,2.08
M198,2021-02,510756,256291,0.603,1.31,4.55
M200,2021-02,1895408,796854,0.6273,1.22,3.65
M201,2021-02,186621,82917,0.5515,0.87,1.33
M202,2021-02,147643,48855,0.518,0.67,4.89
M204,2021-02,3178250,1747847,0.6058,0.81,1.83
M205,2021-02,126513,49833,0.5129,0.92,1.62
M206,2021-02,4752113,1543006,0.6259,1.46,3.05
M208,2021-02,427555,207235,0.5339,1.24,3.59
M210,2021-02,7139506,2358861,0.6873,0.99,1.11
M211,2021-02,2227092,915106,0.6483,1.14,1.6
M214,2021-02,650714,259135,0.5427,1.11,3.93
M215,2021-02,1761331,796402,0.5901,1.09,2.73
M216,2021-02,124973,46202,0.5329,0.66,2.06
M220,2021-02,3886796,2002012,0.6363,1.09,1.41
M221,2021-02,1168695,385537,0.5884,0.97,2.15
M222,2021-02,78975,27931,0.5297,0.96,2.22
M102,2021-03,344433,161397,0.6578,1.56,1.57
M107,2021-03,1858208,754007,0.6827,0.89,3.72
M108,2021-03,193150,73396,0.6125,0.93,1.44
M109,2021-03,355367,136986,0.7035,1.0,1.59
M110,2021-03,2954255,1326894,0.7628,1.9,2.03
M112,2021-03,15820465,6848671,0.7747,1.83,4.1
M114,2021-03,529132,172747,0.7198,1.55,1.08
M115,2021-03,1778979,593235,0.735,1.12,3.96
M117,2021-03,1001216,434708,0.6912,1.4,4.86
M120,2021-03,1337341,486248,0.711,1.34,2.06
M123,2021-03,258558,84962,0.6016,0.96,1.16
M126,2021-03,249721,109498,0.5706,1.4,4.17
M129,2021-03,1219924,386387,0.5849,0.82,4.87
M130,2021-03,53409,19563,0.4852,0.59,1.16
M132,2021-03,454079,172633,0.6227,1.28,1.0
M134,2021-03,157241,68655,0.4942,1.09,1.62
M136,2021-03,316568,145285,0.6098,0.8,1.88
M138,2021-03,2776373,1208966,0.6306,1.55,1.39
M139,2021-03,219869,98913,0.5205,0.84,3.31
M140,2021-03,1702835,818942,0.6068,0.8,3.27
M141,2021-03,313434,122236,0.5838,0.81,2.77
M142,2021-03,89476,28781,0.5356,0.94,2.64
M148,2021-03,362334,140305,0.5729,1.15,2.21
M149,2021-03,664533,264008,0.5714,0.9,4.02
M151,2021-03,31452,13303,0.3398,0.61,1.22
M153,2021-03,1470098,496344,0.435,0.69,2.93
M155,2021-03,244168,129517,0.394,0.5,1.82
M157,2021-03,118680,41838,0.3678,0.85,2.2
M158,2021-03,836035,262506,0.3923,0.53,1.0
M159,2021-03,1868828,948909,0.4353,0.99,2.78
M162,2021-03,364863,185159,0.3912,0.9,3.19
M163,2021-03,2509866,911403,0.491,1.0,1.74
M164,2021-03,100201,36832,0.3515,0.64,2.16
M166,2021-03,321568,102321,0.3991,0.84,1.43
M170,2021-03,365132,152470,0.3654,0.44,2.21
M171,2021-03,48346,15848,0.3845,0.94,2.87
M173,2021-03,56192,25685,0.4026,0.75,2.4
M175,2021-03,800970,341292,0.4021,0.86,2.36
M176,2021-03,1021349,352022,0.5839,1.0,4.66
M179,2021-03,168354,72343,0.5686,1.37,4.1
M180,2021-03,1204570,608003,0.5712,1.14,2.62
M182,2021-03,1691647,565230,0.638,1.54,2.91
M183,2021-03,615366,193885,0.6254,1.48,1.7
M184,2021-03,481864,168593,0.561,0.76,4.39
M185,2021-03,1546038,538934,0.6253,1.01,3.79
M188,2021-03,62814,19725,0.5137,0.91,2.14
M191,2021-03,6348736,3132200,0.6657,1.3,3.52
M192,2021-03,1613101,773686,0.6905,1.19,3.19
M193,2021-03,1419127,689088,0.6165,1.14,4.33
M196,2021-03,511385,207607,0.5476,0.76,1.27
M197,2021-03,2173262,934107,0.6135,0.97,1.47
M198,2021-03,460250,174199,0.5915,1.42,2.01
M200,2021-03,1657272,874488,0.6436,1.25,4.41
M201,2021-03,166499,66597,0.53,0.71,2.88
M202,2021-03,136755,63070,0.4815,0.79,4.06
M204,2021-03,2869474,1118301,0.6267,1.47,1.94
M206,2021-03,4082086,1305349,0.6552,0.82,4.92
M208,2021-03,389044,147510,0.5456,1.33,2.08
M210,2021-03,6329119,3421441,0.6704,1.07,4.4
M211,2021-03,2052981,1121834,0.6328,1.2,4.44
M214,2021-03,592894,209274,0.5626,1.18,2.72
M215,2021-03,1578462,792051,0.5869,0.98,1.77
M216,2021-03,109388,58151,0.4916,1.07,4.55
M220,2021-03,8168466,2796232,0.9373,1.22,1.51
M221,2021-03,992960,533503,0.5875,0.93,3.42
M222,2021-03,69961,35489,0.5238,0.97,3.94
M102,2021-04,287209,93215,0.647,1.43,2.17
M107,2021-04,1736172,684183,0.6734,0.86,4.6
M109,2021-04,308783,115622,0.662,1.63,1.92
M110,2021-04,2760725,1317719,0.7386,1.83,3.79
M112,2021-04,14108732,5793502,0.7737,1.21,2.54
M114,2021-04,463366,241551,0.698,1.62,2.54
M115,2021-04,1429224,684486,0.7052,1.13,3.17
M117,2021-04,829072,451468,0.6784,1.61,4.24
M120,2021-04,1143446,399784,0.677,1.19,3.92
M123,2021-04,228242,121407,0.5815,1.21,4.43
M126,2021-04,227995,93100,0.5636,0.8,2.53
M129,2021-04,1118844,361555,0.5616,1.37,1.34
M132,2021-04,397452,155259,0.6319,1.06,3.64
M134,2021-04,145228,49492,0.5054,0.82,2.06
M136,2021-04,280541,114608,0.577,1.05,4.38
M138,2021-04,2378547,1263827,0.6319,1.02,1.26
M139,2021-04,191539,66683,0.5138,1.04,1.59
M140,2021-04,1486141,794977,0.6007,1.39,3.32
M141,2021-04,260048,92731,0.563,0.86,3.71
M142,2021-04,82716,36047,0.5309,0.69,2.78
M148,2021-04,333509,156446,0.5363,0.93,3.57
M149,2021-04,619614,309758,0.5763,1.0,3.61
M151,2021-04,27826,8797,0.3671,0.88,4.65
M153,2021-04,1287177,485241,0.4394,0.82,3.33
M155,2021-04,214673,102185,0.395,0.67,4.99
M157,2021-04,103540,54259,0.3863,0.75,3.19
M158,2021-04,741770,262456,0.4309,0.78,3.1
M159,2021-04,1615861,742291,0.4688,0.71,4.07
M162,2021-04,330152,135410,0.4049,0.87,4.52
M163,2021-04,2110316,920418,0.4698,0.93,2.8
M164,2021-04,84738,32628,0.3808,0.84,2.63
M166,2021-04,280184,140556,0.384,0.5,2.68
M170,2021-04,338061,129703,0.3921,0.92,1.06
M171,2021-04,40362,18610,0.3777,0.52,1.14
M173,2021-04,48001,17353,0.3995,0.96,4.62
M175,2021-04,680231,287837,0.4233,1.0,4.59
M176,2021-04,886511,332864,0.6147,1.02,2.8
M179,2021-04,144553,59495,0.5817,0.8,1.73
M180,2021-04,1081926,350946,0.5968,1.18,2.48
M182,2021-04,1574858,675578,0.6469,1.57,1.39
M183,2021-04,517134,227055,0.6082,1.4,2.71
M184,2021-04,401004,178540,0.5439,1.17,4.96
M185,2021-04,1376177,544634,0.6188,0.97,1.47
M188,2021-04,54607,22616,0.5243,1.3,4.01
M191,2021-04,5970239,2184494,0.6271,1.37,1.11
M192,2021-04,675281,460445,0.3024,0.37,1.81
M193,2021-04,1353783,520759,0.6116,0.97,1.44
M196,2021-04,454833,152493,0.5472,1.27,4.97
M197,2021-04,1964041,1000506,0.6227,1.34,2.31
M198,2021-04,415076,189831,0.6015,1.27,2.26
M199,2021-04,4906279,2038567,0.6966,1.6,3.64
M200,2021-04,2891035,1449374,0.8774,2.13,3.69
M201,2021-04,137291,68235,0.5457,0.8,4.5
M202,2021-04,232105,74974,0.7175,1.06,1.71
M204,2021-04,2589041,1194040,0.604,1.11,3.63
M206,2021-04,3622687,1631737,0.6166,1.38,2.57
M208,2021-04,323133,130646,0.5148,1.12,2.15
M210,2021-04,6071120,2691629,0.6731,1.09,1.45
M211,2021-04,1757657,630720,0.6637,1.22,2.65
M214,2021-04,498840,225995,0.5554,0.71,4.09
M215,2021-04,1364112,607712,0.5796,1.38,2.07
M216,2021-04,98740,43387,0.5159,1.0,1.67
M220,2021-04,3100094,1158739,0.6624,1.32,1.08
M221,2021-04,918326,314131,0.5695,1.25,3.21
M222,2021-04,62467,24728,0.5331,1.01,4.44
M102,2021-05,244702,83750,0.6755,1.45,4.76
M107,2021-05,1410861,771789,0.701,1.28,1.63
M109,2021-05,256313,120787,0.6806,0.93,4.14
M110,2021-05,2362284,1190865,0.751,0.97,3.89
M112,2021-05,12299188,5164401,0.7627,1.07,3.94
M114,2021-05,398439,192297,0.7083,1.32,1.09
M115,2021-05,1261081,605202,0.7032,1.11,1.37
M116,2021-05,15089558,5836461,0.8042,1.22,1.07
M117,2021-05,725498,308577,0.6606,0.99,4.9
M120,2021-05,968342,455698,0.6725,1.1,4.24
M123,2021-05,201298,104108,0.5785,0.88,1.57
M126,2021-05,190896,77507,0.5662,1.24,2.01
M129,2021-05,926154,407456,0.5575,0.96,1.02
M132,2021-05,357588,125159,0.6497,1.33,2.29
M134,2021-05,124423,49370,0.5129,0.69,3.8
M136,2021-05,246685,86264,0.5581,0.99,4.89
M138,2021-05,2015911,842119,0.5885,1.28,3.19
M139,2021-05,168792,76188,0.5168,1.07,3.09
M140,2021-05,1281650,552367,0.6225,0.91,3.46
M141,2021-05,239349,94711,0.5676,1.37,3.88
M142,2021-05,27334,35848,0.2323,0.32,1.27
M148,2021-05,300449,134334,0.5244,0.85,1.24
M149,2021-05,514489,254819,0.5725,1.16,4.71
M151,2021-05,23554,7986,0.3759,0.76,2.61
M153,2021-05,1135746,444097,0.4285,0.92,2.12
M155,2021-05,183732,94548,0.3898,0.64,4.09
M157,2021-05,93870,42899,0.3764,0.68,1.67
M158,2021-05,662310,207964,0.3896,0.55,4.5
M159,2021-05,1378184,451222,0.4261,0.88,2.31
M162,2021-05,288604,146930,0.392,0.71,2.25
M163,2021-05,1848554,726930,0.4852,1.18,4.33
M164,2021-05,75149,25253,0.364,0.76,3.23
M166,2021-05,238285,104170,0.3688,0.76,3.91
M170,2021-05,271192,104962,0.4069,0.58,3.99
M171,2021-05,69709,24604,0.5219,0.88,2.02
M173,2021-05,43353,16362,0.3482,0.44,3.78
M175,2021-05,581047,217183,0.4406,1.06,4.99
M176,2021-05,767676,308747,0.5837,1.31,1.15
M179,2021-05,120144,39366,0.5427,0.74,2.68
M180,2021-05,940226,500528,0.5769,1.1,4.93
M182,2021-05,1300451,488963,0.6208,1.0,3.84
M183,2021-05,472452,180216,0.6222,1.07,4.35
M184,2021-05,357541,189081,0.5713,0.75,2.77
M185,2021-05,1194674,574871,0.6103,1.4,1.01
M186,2021-05,1645445,718234,0.6671,1.29,2.85
M188,2021-05,46383,24072,0.5115,1.26,4.07
M191,2021-05,5086111,2416737,0.6337,0.96,4.35
M192,2021-05,1218896,398062,0.6496,0.82,3.82
M193,2021-05,1086297,544074,0.5858,1.38,1.71
M196,2021-05,377277,135878,0.5332,0.88,3.57
M197,2021-05,1649731,614782,0.6416,1.09,3.15
M198,2021-05,347958,125027,0.5823,0.86,3.8
M199,2021-05,4069230,1373904,0.6847,1.05,2.87
M200,2021-05,1176575,599859,0.6229,1.22,2.49
M201,2021-05,119731,45633,0.5017,1.17,1.03
M202,2021-05,98885,43588,0.5024,0.8,2.87
M204,2021-05,2183656,1192961,0.6205,1.1,2.6
M206,2021-05,3325819,1544303,0.6187,0.98,4.88
M208,2021-05,292748,102058,0.55,1.21,4.82
M210,2021-05,4965670,2698767,0.6606,1.62,4.77
M211,2021-05,1445553,457251,0.6576,1.61,4.88
M214,2021-05,433444,150912,0.5651,0.68,1.59
M215,2021-05,1247979,561698,0.559,0.74,1.98
M216,2021-05,84831,28429,0.4887,0.89,3.75
M220,2021-05,2803307,910765,0.6434,1.41,1.38
M221,2021-05,748312,260893,0.5667,1.28,3.92
M222,2021-05,52721,22421,0.5136,1.01,1.89
M102,2021-06,216420,75277,0.6425,1.28,4.01
M107,2021-06,1308516,483952,0.6549,1.16,2.36
M109,2021-06,226067,94351,0.6502,0.81,4.83
M110,2021-06,1970420,971147,0.7421,0.97,3.74
M112,2021-06,19961146,6129170,0.95,1.61,2.82
M114,2021-06,330143,105011,0.6921,1.06,3.54
M115,2021-06,1109960,379683,0.7065,1.16,3.14
M116,2021-06,12162084,4194266,0.823,1.71,1.6
M117,2021-06,609285,196047,0.6655,1.43,2.82
M120,2021-06,798106,363701,0.6541,1.54,3.75
M123,2021-06,160353,70564,0.5788,0.83,2.43
M126,2021-06,153612,68136,0.5568,0.69,3.95
M129,2021-06,785019,409361,0.5497,0.97,2.1
M132,2021-06,312983,113211,0.6172,1.33,3.09
M136,2021-06,212053,111188,0.5636,1.14,4.53
M138,2021-06,1777898,560431,0.5789,1.01,1.09
M139,2021-06,151573,70185,0.5226,0.92,1.47
M140,2021-06,1049399,484628,0.6002,0.91,4.2
M141,2021-06,197637,80272,0.588,1.3,2.11
M142,2021-06,59808,22599,0.5305,0.92,1.07
M148,2021-06,243092,122670,0.5234,0.84,1.89
M149,2021-06,419874,186242,0.5532,1.26,3.35
M151,2021-06,20791,9198,0.3485,0.57,2.39
M153,2021-06,986485,403185,0.4291,0.89,2.02
M155,2021-06,153166,51171,0.3949,0.65,1.83
M157,2021-06,83021,35833,0.3471,0.43,3.5
M158,2021-06,532525,232312,0.4031,0.99,3.23
M159,2021-06,1194387,561112,0.4661,1.07,1.39
M162,2021-06,239512,75106,0.389,0.86,3.94
M163,2021-06,1558353,656999,0.4751,0.77,2.45
M164,2021-06,60464,19898,0.3805,0.72,2.57
M166,2021-06,211461,84829,0.3872,0.93,1.71
