region,movie_id,month,engagement_score,viewer_growth
West,M129,2022-08,4.64,-0.033
North,M131,2022-08,7.73,0.0229
South,M131,2022-08,6.16,-0.006
East,M131,2022-08,7.59,0.0882
West,M131,2022-08,5.69,-0.0448
North,M132,2022-08,8.13,-0.0489
South,M132,2022-08,5.84,0.0594
East,M132,2022-08,7.89,0.1357
West,M132,2022-08,6.1,-0.0213
North,M136,2022-08,7.52,0.0496
South,M136,2022-08,4.99,0.0201
East,M136,2022-08,7.62,0.0101
West,M136,2022-08,6.13,0.0828
North,M138,2022-08,7.69,0.0325
South,M138,2022-08,5.73,0.041
East,M138,2022-08,6.29,-0.0295
West,M138,2022-08,4.39,0.1497
North,M140,2022-08,7.67,-0.0401
South,M140,2022-08,5.3,0.046
East,M140,2022-08,6.58,0.1371
West,M140,2022-08,4.91,0.0855
North,M141,2022-08,6.55,0.014
South,M141,2022-08,,0.1309
East,M141,2022-08,6.58,0.0341
West,M141,2022-08,5.16,0.002
North,M143,2022-08,8.54,-0.0076
South,M143,2022-08,6.63,0.0596
East,M143,2022-08,8.39,0.0268
West,M143,2022-08,6.84,0.0161
North,M144,2022-08,9.74,0.1134
South,M144,2022-08,6.71,0.0317
East,M144,2022-08,8.32,0.0654
West,M144,2022-08,7.54,0.1231
North,M146,2022-08,8.64,-0.0159
South,M146,2022-08,5.58,0.019
East,M146,2022-08,7.62,-0.0087
West,M146,2022-08,7.12,0.0077
North,M147,2022-08,8.7,-0.0171
South,M147,2022-08,,0.1317
East,M147,2022-08,8.09,0.1003
West,M147,2022-08,6.04,0.1318
North,M149,2022-08,6.71,-0.0348
South,M149,2022-08,4.78,0.0402
East,M149,2022-08,7.54,-0.0468
West,M149,2022-08,5.13,0.0134
North,M153,2022-08,2.7,0.0378
South,M153,2022-08,4.63,-0.0036
East,M153,2022-08,3.34,0.0382
West,M153,2022-08,3.53,0.0401
North,M154,2022-08,3.88,0.0866
South,M154,2022-08,5.9,0.0224
East,M154,2022-08,3.51,0.0763
West,M154,2022-08,4.35,0.0028
North,M156,2022-08,5.08,0.0281
South,M156,2022-08,7.36,0.0629
East,M156,2022-08,3.86,0.0455
West,M156,2022-08,4.46,0.078
North,M158,2022-08,2.8,0.0048
South,M158,2022-08,5.19,0.1305
East,M158,2022-08,2.79,0.0742
West,M158,2022-08,4.5,0.1165
North,M159,2022-08,3.85,0.0685
South,M159,2022-08,6.0,-0.0058
East,M159,2022-08,4.37,-0.0419
West,M159,2022-08,4.46,0.0147
North,M160,2022-08,3.33,0.0979
South,M160,2022-08,6.12,0.0601
East,M160,2022-08,3.87,0.0635
West,M160,2022-08,4.45,0.1351
North,M163,2022-08,3.93,0.0815
South,M163,2022-08,7.04,-0.0231
East,M163,2022-08,4.57,0.1267
West,M163,2022-08,3.46,0.0313
North,M169,2022-08,4.32,0.1083
South,M169,2022-08,7.78,0.139
East,M169,2022-08,4.48,0.0671
West,M169,2022-08,4.93,0.1495
North,M172,2022-08,4.15,0.0908
South,M172,2022-08,7.2,0.0551
East,M172,2022-08,4.96,0.015
West,M172,2022-08,4.78,0.0604
North,M175,2022-08,4.45,0.1468
South,M175,2022-08,5.57,-0.0005
East,M175,2022-08,4.06,-0.0061
West,M175,2022-08,4.17,-0.0005
North,M176,2022-08,5.05,-0.0446
South,M176,2022-08,6.47,0.0497
East,M176,2022-08,5.8,0.1452
West,M176,2022-08,7.05,0.0872
North,M180,2022-08,4.44,0.0824
South,M180,2022-08,5.96,0.0299
East,M180,2022-08,5.75,0.0959
West,M180,2022-08,7.01,0.0873
North,M182,2022-08,4.6,-0.0037
South,M182,2022-08,6.32,0.031
East,M182,2022-08,4.86,0.0191
West,M182,2022-08,6.73,0.0742
North,M183,2022-08,5.81,0.0351
South,M183,2022-08,6.08,0.0139
East,M183,2022-08,5.64,0.1414
West,M183,2022-08,7.73,0.0056
North,M185,2022-08,5.42,0.0933
South,M185,2022-08,6.61,0.0606
East,M185,2022-08,5.49,0.0843
West,M185,2022-08,6.04,0.0924
North,M186,2022-08,6.73,0.1113
South,M186,2022-08,7.48,0.0177
East,M186,2022-08,6.45,0.0543
West,M186,2022-08,8.49,-0.0434
North,M189,2022-08,6.2,-0.0452
South,M189,2022-08,7.03,-0.0409
East,M189,2022-08,6.5,-0.037
West,M189,2022-08,7.12,0.0276
North,M191,2022-08,4.9,-0.0444
South,M191,2022-08,7.63,0.1389
East,M191,2022-08,6.29,0.0638
West,M191,2022-08,7.39,-0.0277
North,M192,2022-08,6.83,-0.0159
South,M192,2022-08,6.51,0.0459
East,M192,2022-08,4.88,0.0877
West,M192,2022-08,7.48,0.0558
North,M193,2022-08,5.47,0.0619
South,M193,2022-08,7.12,0.1456
East,M193,2022-08,5.26,0.0532
West,M193,2022-08,6.0,-0.0102
North,M195,2022-08,6.71,0.0328
South,M195,2022-08,9.51,0.0243
East,M195,2022-08,7.78,0.0398
West,M195,2022-08,8.13,0.1082
North,M197,2022-08,4.84,0.0137
South,M197,2022-08,7.07,0.1277
East,M197,2022-08,5.23,0.0208
West,M197,2022-08,5.6,0.0156
North,M198,2022-08,5.88,0.0802
South,M198,2022-08,7.01,-0.0448
East,M198,2022-08,5.31,0.0151
West,M198,2022-08,6.43,0.0469
North,M199,2022-08,5.35,0.0445
South,M199,2022-08,6.5,-0.0194
East,M199,2022-08,6.64,0.0073
West,M199,2022-08,6.94,0.097
North,M200,2022-08,6.48,-0.0011
South,M200,2022-08,6.82,0.0842
East,M200,2022-08,5.46,-0.0271
West,M200,2022-08,6.69,0.0265
North,M203,2022-08,6.36,0.0069
South,M203,2022-08,6.9,0.0809
East,M203,2022-08,5.58,0.1159
West,M203,2022-08,6.16,0.1398
North,M204,2022-08,5.33,0.0752
South,M204,2022-08,4.27,0.0641
East,M204,2022-08,5.59,0.0269
West,M204,2022-08,5.44,-0.0016
North,M206,2022-08,5.24,0.0892
South,M206,2022-08,6.16,0.1391
East,M206,2022-08,6.21,0.0811
West,M206,2022-08,4.79,0.0086
North,M207,2022-08,2.1,0.0226
South,M207,2022-08,3.36,-0.0305
East,M207,2022-08,1.89,-0.0029
West,M207,2022-08,1.95,0.0094
North,M210,2022-08,6.28,0.0044
South,M210,2022-08,6.26,0.0761
East,M210,2022-08,6.41,-0.0004
West,M210,2022-08,6.21,0.0959
North,M211,2022-08,5.02,0.1314
South,M211,2022-08,5.92,0.0903
East,M211,2022-08,6.24,0.1236
West,M211,2022-08,5.58,0.0492
North,M212,2022-08,5.74,0.0103
South,M212,2022-08,6.78,0.0977
East,M212,2022-08,5.51,0.139
West,M212,2022-08,5.83,-0.0472
North,M213,2022-08,6.36,0.1275
South,M213,2022-08,7.12,0.1322
East,M213,2022-08,5.38,-0.004
West,M213,2022-08,6.43,0.0705
North,M215,2022-08,5.5,0.023
South,M215,2022-08,4.34,0.0022
East,M215,2022-08,4.96,0.0239
West,M215,2022-08,4.6,0.0198
North,M218,2022-08,5.96,0.0305
South,M218,2022-08,6.12,0.1041
East,M218,2022-08,5.44,0.1273
West,M218,2022-08,5.83,0.0991
North,M219,2022-08,6.65,0.006
South,M219,2022-08,5.55,0.0628
East,M219,2022-08,6.49,-0.0261
West,M219,2022-08,7.28,-0.0321
North,M220,2022-08,5.5,0.1366
South,M220,2022-08,4.9,0.0265
East,M220,2022-08,6.71,0.1169
West,M220,2022-08,6.37,0.1293
North,M221,2022-08,4.69,0.0025
South,M221,2022-08,4.23,0.0022
East,M221,2022-08,5.96,0.05
West,M221,2022-08,5.29,0.1083
North,M223,2022-08,7.11,0.1472
South,M223,2022-08,6.14,0.1179
East,M223,2022-08,7.23,-0.0062
West,M223,2022-08,7.09,-0.0411
North,M225,2022-08,6.54,0.0357
South,M225,2022-08,5.39,0.0595
East,M225,2022-08,5.73,0.0284
West,M225,2022-08,6.0,0.1298
North,M103,2022-09,8.25,-0.0495
South,M103,2022-09,8.22,0.0852
East,M103,2022-09,7.24,0.1026
West,M103,2022-09,7.16,0.0371
North,M105,2022-09,6.81,0.0065
South,M105,2022-09,7.22,-0.0327
East,M105,2022-09,6.96,0.036
West,M105,2022-09,6.87,0.0567
North,M110,2022-09,7.44,0.022
South,M110,2022-09,,0.0834
East,M110,2022-09,6.11,0.1435
West,M110,2022-09,6.29,0.0462
North,M112,2022-09,5.87,0.0582
South,M112,2022-09,7.14,0.0048
East,M112,2022-09,7.61,0.0894
West,M112,2022-09,6.74,-0.0197
North,M114,2022-09,5.38,0.0885
South,M114,2022-09,5.37,0.0477
East,M114,2022-09,6.88,-0.0004
West,M114,2022-09,5.82,-0.0005
North,M115,2022-09,5.65,0.0398
South,M115,2022-09,7.17,0.0083
East,M115,2022-09,7.1,0.0513
West,M115,2022-09,6.36,0.0769
North,M116,2022-09,6.71,0.1439
South,M116,2022-09,7.4,0.0088
East,M116,2022-09,7.49,0.0079
West,M116,2022-09,7.34,-0.0354
North,M127,2022-09,8.49,0.127
South,M127,2022-09,5.97,0.0955
East,M127,2022-09,9.43,0.0021
West,M127,2022-09,7.29,-0.0491
North,M128,2022-09,10.0,0.0798
South,M128,2022-09,10.0,-0.0082
East,M128,2022-09,10.0,0.0294
West,M128,2022-09,10.0,-0.0087
North,M129,2022-09,5.75,-0.047
South,M129,2022-09,4.51,-0.0085
East,M129,2022-09,6.89,-0.0101
West,M129,2022-09,5.33,0.0829
North,M131,2022-09,8.8,-0.0469
South,M131,2022-09,5.97,0.1136
East,M131,2022-09,7.34,0.0575
West,M131,2022-09,6.91,-0.0056
North,M132,2022-09,7.31,0.1329
South,M132,2022-09,5.87,-0.0112
East,M132,2022-09,6.48,0.1271
West,M132,2022-09,6.37,0.0588
North,M136,2022-09,5.69,0.002
South,M136,2022-09,4.17,0.1107
East,M136,2022-09,5.54,0.0353
West,M136,2022-09,5.0,-0.0029
North,M138,2022-09,6.71,0.0294
South,M138,2022-09,6.25,0.1478
East,M138,2022-09,6.3,0.1226
West,M138,2022-09,5.34,-0.0236
North,M140,2022-09,8.1,-0.029
South,M140,2022-09,6.13,-0.0207
East,M140,2022-09,8.15,0.0782
West,M140,2022-09,6.45,0.0175
North,M141,2022-09,7.15,-0.0379
South,M141,2022-09,4.37,0.1233
East,M141,2022-09,6.92,0.0493
West,M141,2022-09,5.1,0.0918
North,M143,2022-09,9.24,0.0629
South,M143,2022-09,6.74,-0.0132
East,M143,2022-09,9.39,0.0337
West,M143,2022-09,6.27,-0.0071
North,M144,2022-09,8.93,0.0614
South,M144,2022-09,7.41,-0.0273
East,M144,2022-09,7.91,0.0442
West,M144,2022-09,6.18,0.1447
North,M146,2022-09,2.82,-0.0105
South,M146,2022-09,1.84,0.0706
East,M146,2022-09,4.56,-0.0396
West,M146,2022-09,3.5,0.0282
North,M147,2022-09,8.46,-0.0485
South,M147,2022-09,6.02,0.0069
East,M147,2022-09,8.24,0.1286
West,M147,2022-09,6.57,0.0569
North,M149,2022-09,6.76,-0.0038
South,M149,2022-09,5.08,0.128
East,M149,2022-09,7.58,0.1069
West,M149,2022-09,4.57,0.0407
North,M153,2022-09,3.96,0.0156
South,M153,2022-09,4.29,0.0842
East,M153,2022-09,3.95,0.1401
West,M153,2022-09,4.38,0.1267
North,M154,2022-09,3.93,0.0512
South,M154,2022-09,6.1,0.07
East,M154,2022-09,4.25,0.0451
West,M154,2022-09,4.6,-0.0153
North,M156,2022-09,5.27,-0.0067
South,M156,2022-09,6.06,0.0546
East,M156,2022-09,4.26,0.1456
West,M156,2022-09,4.6,0.006
North,M158,2022-09,4.22,0.0579
South,M158,2022-09,4.62,0.0983
East,M158,2022-09,3.88,0.0734
West,M158,2022-09,2.49,0.0388
North,M159,2022-09,3.46,-0.0344
South,M159,2022-09,5.5,0.0675
East,M159,2022-09,4.17,-0.0081
West,M159,2022-09,3.39,0.0847
North,M160,2022-09,4.46,-0.0269
South,M160,2022-09,5.4,-0.0319
East,M160,2022-09,4.53,0.1343
West,M160,2022-09,3.72,0.1198
North,M163,2022-09,3.85,0.1119
South,M163,2022-09,5.54,-0.0086
East,M163,2022-09,4.96,-0.0239
West,M163,2022-09,3.75,-0.0047
North,M169,2022-09,4.2,-0.0395
South,M169,2022-09,7.3,-0.0289
East,M169,2022-09,4.09,0.0398
West,M169,2022-09,5.17,0.0133
North,M172,2022-09,5.57,0.0169
South,M172,2022-09,6.08,0.0645
East,M172,2022-09,3.79,0.1292
West,M172,2022-09,3.75,0.1014
North,M174,2022-09,4.35,0.1096
South,M174,2022-09,6.25,0.1105
East,M174,2022-09,5.68,0.0238
West,M174,2022-09,4.63,0.0223
North,M175,2022-09,3.05,0.139
South,M175,2022-09,4.41,0.1357
East,M175,2022-09,3.58,0.0458
West,M175,2022-09,2.72,0.0153
North,M176,2022-09,4.91,0.0662
South,M176,2022-09,7.27,0.0392
East,M176,2022-09,4.95,0.0102
West,M176,2022-09,5.42,0.0497
North,M182,2022-09,4.79,0.0492
South,M182,2022-09,7.12,0.1194
East,M182,2022-09,5.39,0.1037
West,M182,2022-09,6.08,0.0132
North,M183,2022-09,4.9,0.0749
South,M183,2022-09,7.04,0.069
East,M183,2022-09,5.4,0.0957
West,M183,2022-09,6.94,0.1442
North,M185,2022-09,4.87,-0.0313
South,M185,2022-09,6.06,-0.0268
East,M185,2022-09,4.82,0.0124
West,M185,2022-09,6.27,0.0333
North,M186,2022-09,5.27,0.137
South,M186,2022-09,7.19,0.044
East,M186,2022-09,6.52,-0.0315
West,M186,2022-09,,0.032
North,M189,2022-09,6.51,0.1388
South,M189,2022-09,8.2,0.0451
East,M189,2022-09,6.94,-0.0485
West,M189,2022-09,7.13,-0.0318
North,M191,2022-09,5.57,-0.0321
South,M191,2022-09,6.03,0.0801
East,M191,2022-09,4.65,-0.0249
West,M191,2022-09,6.4,-0.0319
North,M192,2022-09,6.82,0.08
South,M192,2022-09,7.3,-0.0011
East,M192,2022-09,5.55,0.0215
West,M192,2022-09,8.07,-0.0439
North,M193,2022-09,5.34,0.1204
South,M193,2022-09,7.37,0.0082
East,M193,2022-09,4.46,-0.0385
West,M193,2022-09,7.29,0.114
North,M195,2022-09,5.89,-0.0254
South,M195,2022-09,8.98,0.1025
East,M195,2022-09,5.94,0.0915
West,M195,2022-09,8.93,0.0007
North,M197,2022-09,6.29,0.0083
South,M197,2022-09,6.41,0.005
East,M197,2022-09,5.8,-0.0042
West,M197,2022-09,7.3,0.1289
North,M198,2022-09,5.84,-0.0353
South,M198,2022-09,5.51,0.0023
East,M198,2022-09,4.19,0.1399
West,M198,2022-09,6.54,0.0756
North,M199,2022-09,5.62,0.0058
South,M199,2022-09,7.8,-0.0206
East,M199,2022-09,6.63,0.0349
West,M199,2022-09,7.07,-0.0033
North,M200,2022-09,6.01,0.0041
South,M200,2022-09,,-0.0433
East,M200,2022-09,4.76,-0.0293
West,M200,2022-09,6.78,0.1461
North,M203,2022-09,7.35,-0.0052
South,M203,2022-09,6.84,0.0986
East,M203,2022-09,7.07,0.1014
West,M203,2022-09,5.51,0.0697
North,M204,2022-09,5.61,0.0571
South,M204,2022-09,5.4,0.0142
East,M204,2022-09,5.74,0.0615
West,M204,2022-09,5.78,-0.0473
North,M206,2022-09,4.44,0.0768
South,M206,2022-09,6.16,0.0477
East,M206,2022-09,5.9,0.0035
West,M206,2022-09,4.67,0.116
North,M207,2022-09,6.97,0.0364
South,M207,2022-09,6.46,0.083
East,M207,2022-09,6.26,0.1172
West,M207,2022-09,5.98,0.0832
North,M210,2022-09,6.61,0.1225
South,M210,2022-09,5.03,0.109
East,M210,2022-09,5.36,0.1324
West,M210,2022-09,5.16,0.0296
North,M211,2022-09,5.61,0.0789
South,M211,2022-09,5.94,0.0629
East,M211,2022-09,5.12,0.1376
West,M211,2022-09,4.53,0.1343
North,M212,2022-09,5.73,0.0034
South,M212,2022-09,6.89,0.0511
East,M212,2022-09,6.22,0.1258
West,M212,2022-09,6.64,0.0076
North,M213,2022-09,8.97,-0.0319
South,M213,2022-09,8.81,0.1125
East,M213,2022-09,9.56,0.0773
West,M213,2022-09,9.98,0.0979
North,M215,2022-09,5.22,0.0723
South,M215,2022-09,5.22,0.0971
East,M215,2022-09,5.51,0.1098
West,M215,2022-09,4.38,0.142
North,M218,2022-09,6.61,0.0665
South,M218,2022-09,6.17,-0.0203
East,M218,2022-09,6.62,-0.0017
West,M218,2022-09,5.13,0.0472
North,M219,2022-09,,0.088
South,M219,2022-09,7.18,0.0188
East,M219,2022-09,7.02,0.0349
West,M219,2022-09,6.89,0.1416
North,M220,2022-09,5.23,0.1082
South,M220,2022-09,5.7,-0.0123
East,M220,2022-09,5.11,-0.0035
West,M220,2022-09,5.69,0.1316
North,M221,2022-09,4.4,0.0945
South,M221,2022-09,4.22,-0.0431
East,M221,2022-09,5.39,0.0022
West,M221,2022-09,4.94,-0.0369
North,M223,2022-09,6.7,0.0185
South,M223,2022-09,7.23,0.1493
East,M223,2022-09,5.55,0.1087
West,M223,2022-09,5.73,0.0782
North,M225,2022-09,6.96,0.0649
South,M225,2022-09,5.86,0.0868
East,M225,2022-09,6.13,0.1436
West,M225,2022-09,6.36,0.0843
North,M103,2022-10,7.15,0.067
South,M103,2022-10,7.69,0.0943
East,M103,2022-10,6.98,0.107
West,M103,2022-10,6.93,-0.033
North,M105,2022-10,7.24,0.1276
South,M105,2022-10,6.75,-0.0399
East,M105,2022-10,6.66,0.0246
West,M105,2022-10,8.13,0.1237
North,M110,2022-10,6.33,0.1409
South,M110,2022-10,7.19,0.0923
East,M110,2022-10,7.27,-0.0221
West,M110,2022-10,6.98,0.1212
North,M112,2022-10,7.67,0.1071
South,M112,2022-10,6.9,0.0908
East,M112,2022-10,7.46,0.1036
West,M112,2022-10,7.38,-0.0086
North,M114,2022-10,6.46,0.046
South,M114,2022-10,6.77,0.0624
East,M114,2022-10,5.68,0.0459
West,M114,2022-10,5.14,0.1475
North,M115,2022-10,5.75,0.0608
South,M115,2022-10,5.18,0.0532
East,M115,2022-10,6.14,-0.0082
West,M115,2022-10,5.04,-0.0036
North,M116,2022-10,8.09,0.0103
South,M116,2022-10,7.67,0.1073
East,M116,2022-10,7.85,-0.0105
West,M116,2022-10,7.51,0.0375
North,M127,2022-10,9.12,-0.0253
South,M127,2022-10,6.1,-0.0378
East,M127,2022-10,8.14,-0.0162
West,M127,2022-10,7.33,-0.0438
North,M128,2022-10,9.2,-0.0469
South,M128,2022-10,6.17,0.0212
East,M128,2022-10,8.79,-0.024
West,M128,2022-10,5.94,0.0947
North,M131,2022-10,8.4,-0.0445
South,M131,2022-10,6.31,0.0804
East,M131,2022-10,7.53,-0.0384
West,M131,2022-10,7.06,0.057
North,M132,2022-10,7.37,0.0607
South,M132,2022-10,5.01,0.0473
East,M132,2022-10,7.09,0.1484
West,M132,2022-10,5.53,0.0142
North,M137,2022-10,9.72,-0.0067
South,M137,2022-10,6.01,0.0263
East,M137,2022-10,8.85,-0.0378
West,M137,2022-10,7.72,-0.0074
North,M138,2022-10,7.37,0.0646
South,M138,2022-10,6.02,0.0894
East,M138,2022-10,7.56,0.0681
West,M138,2022-10,4.72,0.069
North,M140,2022-10,6.88,0.1182
South,M140,2022-10,4.82,0.0475
East,M140,2022-10,7.15,-0.0483
West,M140,2022-10,6.2,0.0762
North,M141,2022-10,6.09,0.1122
South,M141,2022-10,5.29,0.1292
East,M141,2022-10,6.24,0.0535
West,M141,2022-10,4.22,-0.0307
North,M143,2022-10,7.48,0.1448
South,M143,2022-10,5.84,0.0618
East,M143,2022-10,8.98,0.022
West,M143,2022-10,6.82,0.1036
North,M144,2022-10,9.28,0.0651
South,M144,2022-10,6.67,0.1282
East,M144,2022-10,8.16,0.0382
West,M144,2022-10,6.73,0.1129
North,M146,2022-10,9.02,0.0996
South,M146,2022-10,5.26,0.0597
East,M146,2022-10,8.37,0.1194
West,M146,2022-10,5.81,0.0142
North,M147,2022-10,9.39,0.0637
South,M147,2022-10,7.08,0.12
East,M147,2022-10,8.63,0.1368
West,M147,2022-10,6.1,0.0153
North,M149,2022-10,6.62,0.0988
South,M149,2022-10,5.21,0.1149
East,M149,2022-10,6.1,-0.0129
West,M149,2022-10,5.71,0.1353
North,M153,2022-10,3.71,0.1447
South,M153,2022-10,5.82,0.0832
East,M153,2022-10,3.28,0.0061
West,M153,2022-10,3.56,-0.0266
North,M154,2022-10,4.17,0.0132
South,M154,2022-10,6.83,-0.0429
East,M154,2022-10,5.35,0.1269
West,M154,2022-10,5.11,0.1246
North,M156,2022-10,3.92,-0.0396
South,M156,2022-10,6.38,-0.0356
East,M156,2022-10,3.73,0.1407
West,M156,2022-10,3.94,-0.0489
North,M159,2022-10,2.79,0.0088
South,M159,2022-10,4.39,0.001
East,M159,2022-10,3.41,0.027
West,M159,2022-10,4.27,0.1436
North,M160,2022-10,4.98,0.0223
South,M160,2022-10,5.36,0.0603
East,M160,2022-10,4.57,0.0293
West,M160,2022-10,3.63,-0.0379
North,M163,2022-10,4.79,0.0893
South,M163,2022-10,5.8,-0.0322
East,M163,2022-10,3.88,0.1285
West,M163,2022-10,4.45,-0.0146
North,M169,2022-10,5.15,0.085
South,M169,2022-10,6.75,-0.0455
East,M169,2022-10,4.32,-0.0457
West,M169,2022-10,5.57,-0.0359
North,M172,2022-10,4.34,0.0366
South,M172,2022-10,5.85,0.0468
East,M172,2022-10,4.88,0.0275
West,M172,2022-10,3.72,0.1129
North,M174,2022-10,4.92,0.1285
South,M174,2022-10,7.32,-0.0005
East,M174,2022-10,4.84,-0.0384
West,M174,2022-10,4.39,-0.0301
North,M175,2022-10,3.8,0.0056
South,M175,2022-10,5.67,0.1022
East,M175,2022-10,4.07,0.1018
West,M175,2022-10,3.29,0.1383
North,M176,2022-10,5.31,0.1289
South,M176,2022-10,5.67,0.1098
East,M176,2022-10,4.71,-0.0246
West,M176,2022-10,7.42,0.0058
North,M182,2022-10,5.55,0.1134
South,M182,2022-10,6.27,0.0996
East,M182,2022-10,5.22,0.0935
West,M182,2022-10,6.49,0.1443
North,M183,2022-10,5.79,0.0111
South,M183,2022-10,6.99,0.0119
East,M183,2022-10,4.65,0.0589
West,M183,2022-10,7.01,0.1441
North,M185,2022-10,5.43,0.0078
South,M185,2022-10,7.07,0.0489
East,M185,2022-10,4.3,0.1004
West,M185,2022-10,6.54,0.0847
North,M186,2022-10,6.04,0.1207
South,M186,2022-10,7.54,0.0562
East,M186,2022-10,5.72,-0.0204
West,M186,2022-10,6.82,0.0576
North,M189,2022-10,5.4,0.0576
South,M189,2022-10,7.59,0.1113
East,M189,2022-10,6.02,0.0301
West,M189,2022-10,6.81,0.0677
North,M191,2022-10,5.56,-0.0173
South,M191,2022-10,7.37,0.0654
East,M191,2022-10,5.65,0.0397
West,M191,2022-10,7.42,0.1357
North,M192,2022-10,6.92,0.0341
South,M192,2022-10,10.0,-0.0266
East,M192,2022-10,8.14,0.0372
West,M192,2022-10,10.0,0.0967
North,M193,2022-10,7.7,0.0331
South,M193,2022-10,8.34,0.0055
East,M193,2022-10,7.29,0.1333
West,M193,2022-10,10.0,0.0211
North,M195,2022-10,6.61,0.1389
South,M195,2022-10,7.49,0.1492
East,M195,2022-10,7.2,0.022
West,M195,2022-10,9.31,0.0064
North,M197,2022-10,5.82,0.0884
South,M197,2022-10,7.68,0.1124
East,M197,2022-10,4.8,0.076
West,M197,2022-10,6.9,0.0034
North,M198,2022-10,5.67,0.0173
South,M198,2022-10,6.15,0.0447
East,M198,2022-10,6.06,0.0846
West,M198,2022-10,5.89,0.088
North,M199,2022-10,,0.1309
South,M199,2022-10,6.98,0.1297
East,M199,2022-10,6.76,0.0872
West,M199,2022-10,6.63,0.044
North,M200,2022-10,5.48,0.1049
South,M200,2022-10,6.73,0.0845
East,M200,2022-10,6.18,0.1394
West,M200,2022-10,6.89,0.1183
North,M203,2022-10,7.41,0.079
South,M203,2022-10,6.54,-0.003
East,M203,2022-10,7.53,0.0581
West,M203,2022-10,7.26,0.0429
North,M204,2022-10,5.8,0.0582
South,M204,2022-10,5.72,0.1425
East,M204,2022-10,6.04,0.0884
West,M204,2022-10,4.53,0.0706
North,M206,2022-10,5.0,0.021
South,M206,2022-10,5.16,0.0434
East,M206,2022-10,5.25,0.0482
West,M206,2022-10,5.04,0.149
North,M207,2022-10,6.44,0.139
South,M207,2022-10,6.12,0.1209
East,M207,2022-10,6.64,0.0186
West,M207,2022-10,5.62,0.0276
North,M210,2022-10,5.12,0.0453
South,M210,2022-10,5.1,-0.0216
East,M210,2022-10,5.08,-0.0458
West,M210,2022-10,5.1,0.12
North,M211,2022-10,7.51,-0.0463
South,M211,2022-10,7.31,0.0099
East,M211,2022-10,7.25,0.0648
West,M211,2022-10,8.33,0.0057
North,M212,2022-10,6.12,-0.0319
South,M212,2022-10,6.32,0.0205
East,M212,2022-10,6.78,0.079
West,M212,2022-10,5.91,0.0341
North,M213,2022-10,6.01,0.1482
South,M213,2022-10,6.57,0.1487
East,M213,2022-10,7.3,0.133
West,M213,2022-10,6.67,-0.0336
North,M215,2022-10,4.08,0.1153
South,M215,2022-10,4.91,0.1463
East,M215,2022-10,5.77,0.027
West,M215,2022-10,4.65,0.0659
North,M217,2022-10,6.29,0.1354
South,M217,2022-10,7.63,-0.0084
East,M217,2022-10,6.94,0.0852
West,M217,2022-10,7.75,-0.0182
North,M218,2022-10,5.96,0.0448
South,M218,2022-10,5.92,0.06
East,M218,2022-10,6.52,-0.0013
West,M218,2022-10,6.59,0.1248
North,M219,2022-10,6.25,0.1086
South,M219,2022-10,7.29,0.1128
East,M219,2022-10,6.1,0.1398
West,M219,2022-10,5.96,0.0349
North,M220,2022-10,5.92,0.1224
South,M220,2022-10,5.99,0.1048
East,M220,2022-10,5.7,-0.0213
West,M220,2022-10,6.59,0.1025
North,M221,2022-10,5.22,0.0968
South,M221,2022-10,6.01,0.1164
East,M221,2022-10,5.97,-0.0157
West,M221,2022-10,5.3,-0.0169
North,M223,2022-10,6.37,0.1077
South,M223,2022-10,6.17,-0.0396
East,M223,2022-10,5.43,0.1244
West,M223,2022-10,6.97,0.1232
North,M225,2022-10,6.87,-0.0135
South,M225,2022-10,6.45,0.0133
East,M225,2022-10,5.39,-0.04
West,M225,2022-10,4.99,-0.0345
North,M103,2022-11,8.28,-0.0295
South,M103,2022-11,6.63,0.1109
East,M103,2022-11,6.99,0.0413
West,M103,2022-11,8.47,0.0229
North,M105,2022-11,7.66,0.0741
South,M105,2022-11,7.05,-0.044
East,M105,2022-11,7.77,0.1305
West,M105,2022-11,7.93,-0.0272
North,M110,2022-11,6.1,0.0291
South,M110,2022-11,7.14,-0.0317
East,M110,2022-11,5.89,-0.0407
West,M110,2022-11,6.85,0.0828
North,M112,2022-11,6.88,-0.0315
South,M112,2022-11,7.86,0.1403
East,M112,2022-11,7.56,-0.0486
West,M112,2022-11,7.85,0.09
North,M114,2022-11,7.0,-0.0074
South,M114,2022-11,5.43,0.0462
East,M114,2022-11,6.27,0.1183
West,M114,2022-11,6.75,0.1262
North,M115,2022-11,8.27,-0.0187
South,M115,2022-11,9.34,0.0733
East,M115,2022-11,8.0,0.1399
West,M115,2022-11,9.04,0.1466
North,M116,2022-11,6.88,0.0263
South,M116,2022-11,6.59,0.0353
East,M116,2022-11,6.86,0.0801
West,M116,2022-11,7.76,0.0042
North,M127,2022-11,7.81,0.1169
South,M127,2022-11,6.91,0.116
East,M127,2022-11,8.55,0.1072
West,M127,2022-11,7.17,-0.0334
North,M128,2022-11,8.42,-0.036
South,M128,2022-11,5.98,0.0722
East,M128,2022-11,9.61,0.1125
West,M128,2022-11,6.57,-0.0198
North,M131,2022-11,7.61,0.1098
South,M131,2022-11,6.4,0.1354
East,M131,2022-11,8.31,0.0714
West,M131,2022-11,5.83,0.0013
North,M132,2022-11,6.95,0.0252
South,M132,2022-11,4.98,0.1175
