product_id,month,orders_count,avg_order_value,revenue,return_rate
P5040,2020-10,163,45.12,7355.28,0.2658
P5041,2020-10,163,47.38,7722.7,0.2483
P5043,2020-10,160,45.35,7256.16,0.2681
P5044,2020-10,171,42.26,7225.66,0.2429
P5045,2020-10,170,40.25,6843.33,0.2645
P5046,2020-10,178,47.11,8386.19,0.2468
P5047,2020-10,176,46.01,8096.96,0.2621
P5049,2020-10,138,64.13,8850.62,0.067
P5051,2020-10,131,61.12,8006.24,0.1003
P5052,2020-10,137,60.4,8274.39,0.0714
P5056,2020-10,141,61.6,8685.97,0.1092
P5059,2020-10,145,56.02,8122.23,0.064
P5060,2020-10,142,63.93,9077.98,0.0707
P5061,2020-10,149,62.69,9340.65,0.0677
P5063,2020-10,140,55.35,7749.38,0.076
P5065,2020-10,142,64.14,9108.15,0.0824
P5066,2020-10,139,60.32,8384.63,0.0875
P5067,2020-10,135,63.75,8606.8,0.065
P5068,2020-10,130,61.06,7937.28,0.0795
P5073,2020-10,133,57.05,7587.02,0.0688
P5074,2020-10,140,57.59,8062.81,0.0666
P5076,2020-10,135,64.21,8668.39,0.068
P5077,2020-10,142,64.73,9192.36,0.0813
P5078,2020-10,136,58.6,7969.76,0.1081
P5080,2020-10,139,64.16,8917.79,0.098
P5081,2020-10,132,59.46,7848.49,0.0868
P5082,2020-10,147,58.71,8630.25,0.0717
P5086,2020-10,133,56.02,7451.32,0.0905
P5087,2020-10,132,57.7,7615.77,0.1003
P5088,2020-10,149,61.57,9173.66,0.0843
P5089,2020-10,140,59.88,8383.18,0.0732
P5091,2020-10,298,64.93,19347.76,0.0708
P5092,2020-10,146,63.4,9256.63,0.1094
P5096,2020-10,130,63.74,8286.38,0.0655
P5098,2020-10,147,62.69,9216.11,0.1043
P5099,2020-10,136,61.46,8358.63,0.0918
P5100,2020-10,136,63.01,8568.71,0.1085
P5101,2020-10,145,60.25,8735.65,0.1069
P5103,2020-10,136,62.3,8472.69,0.0829
P5105,2020-10,139,59.57,8280.24,0.0922
P5106,2020-10,136,58.86,8005.49,0.1001
P5108,2020-10,146,60.0,8759.34,0.0881
P5110,2020-10,139,55.83,7759.81,0.082
P5111,2020-10,137,57.49,7876.48,0.1073
P5112,2020-10,144,63.31,9116.05,0.1018
P5115,2020-10,135,61.71,8331.35,0.1037
P5116,2020-10,134,57.17,7661.14,0.0889
P5117,2020-10,141,61.61,8686.91,0.0863
P5118,2020-10,145,59.66,8650.18,0.0902
P5119,2020-10,145,58.71,8512.7,0.0731
P5001,2020-11,200,151.39,30278.28,0.0752
P5002,2020-11,214,149.95,32089.69,0.1047
P5007,2020-11,192,152.32,29245.21,0.0649
P5008,2020-11,219,153.53,33623.28,0.0636
P5009,2020-11,207,145.73,30165.98,0.0963
P5010,2020-11,200,152.89,30578.4,0.0824
P5012,2020-11,200,152.27,30454.67,0.1066
P5013,2020-11,208,153.62,31952.65,0.0972
P5014,2020-11,211,151.97,32065.56,0.1094
P5017,2020-11,205,148.55,30452.91,0.0968
P5020,2020-11,211,150.0,31650.56,0.1088
P5024,2020-11,199,150.61,29970.81,0.066
P5025,2020-11,299,47.54,14214.63,0.2367
P5028,2020-11,624,41.23,25727.62,0.2416
P5031,2020-11,566,49.82,28199.56,0.2393
P5032,2020-11,278,42.67,11863.55,0.2672
P5033,2020-11,266,40.83,10861.61,0.2337
P5039,2020-11,289,47.01,13586.26,0.233
P5040,2020-11,268,48.86,13093.97,0.2576
P5041,2020-11,273,40.18,10969.33,0.2638
P5043,2020-11,290,46.92,13606.53,0.2437
P5044,2020-11,297,43.81,13010.98,0.2251
P5045,2020-11,285,49.28,14044.51,0.2588
P5046,2020-11,302,48.16,14544.36,0.2543
P5047,2020-11,263,43.29,11385.12,0.2245
P5049,2020-11,230,59.41,13664.59,0.0829
P5050,2020-11,244,62.61,15276.69,0.0921
P5051,2020-11,77,63.1,4858.84,0.0998
P5052,2020-11,233,56.77,13227.99,0.0899
P5056,2020-11,221,63.17,13959.7,0.0756
P5059,2020-11,238,63.46,15104.61,0.0851
P5060,2020-11,244,55.15,13456.26,0.0972
P5061,2020-11,219,57.65,12625.52,0.0728
P5063,2020-11,228,58.11,13249.97,0.0967
P5065,2020-11,240,61.56,14773.96,0.0734
P5066,2020-11,233,55.29,12883.44,0.0737
P5067,2020-11,222,57.95,12865.18,0.0777
P5068,2020-11,237,60.83,14415.61,0.0733
P5073,2020-11,239,60.92,14559.28,0.0649
P5074,2020-11,244,63.13,15402.56,0.0719
P5076,2020-11,227,60.17,13659.1,0.0664
P5077,2020-11,229,62.23,14251.44,0.0665
P5078,2020-11,241,57.78,13924.97,0.1085
P5080,2020-11,227,64.53,14648.25,0.1069
P5081,2020-11,237,59.36,14068.51,0.0604
P5082,2020-11,227,58.3,13233.96,0.0693
P5086,2020-11,234,60.59,14177.27,0.0966
P5087,2020-11,223,62.29,13889.68,0.109
P5088,2020-11,242,56.94,13779.12,0.0819
P5089,2020-11,243,62.88,15278.73,0.0933
P5091,2020-11,231,64.1,14806.78,0.0881
P5092,2020-11,219,63.2,13840.1,0.0876
P5096,2020-11,218,55.64,12130.15,0.0743
P5098,2020-11,226,60.83,13748.6,0.0612
P5099,2020-11,220,57.79,12713.05,0.1021
P5100,2020-11,236,64.53,15230.07,0.0896
P5101,2020-11,240,60.16,14439.58,0.0994
P5103,2020-11,222,63.54,14105.32,0.0805
P5105,2020-11,228,63.25,14419.93,0.0928
P5106,2020-11,246,60.3,14834.1,0.0715
P5108,2020-11,228,58.91,13432.61,0.0946
P5110,2020-11,226,59.44,13432.39,0.0806
P5111,2020-11,224,61.93,13872.9,0.1061
P5112,2020-11,243,55.62,13514.84,0.0732
P5115,2020-11,243,58.7,14263.8,0.0774
P5116,2020-11,216,61.22,13224.55,0.1033
P5117,2020-11,228,64.48,14701.76,0.0843
P5118,2020-11,219,60.69,13291.07,0.088
P5119,2020-11,243,55.77,13551.52,0.0882
P5001,2020-12,95,146.07,13876.88,0.0916
P5002,2020-12,210,148.49,31183.28,0.1012
P5007,2020-12,200,146.57,29313.62,0.1058
P5008,2020-12,197,154.76,30487.99,0.0929
P5009,2020-12,212,145.8,30908.9,0.0846
P5010,2020-12,203,145.96,29630.21,0.086
P5012,2020-12,201,147.76,29699.52,0.0662
P5013,2020-12,215,149.82,32210.24,0.0634
P5014,2020-12,201,148.6,29867.62,0.1057
P5017,2020-12,199,153.93,30632.42,0.1074
P5020,2020-12,219,151.95,33277.86,0.0818
P5024,2020-12,198,154.38,30567.86,0.0829
P5025,2020-12,294,40.52,11911.74,0.2688
P5028,2020-12,295,46.36,13676.17,0.2431
P5031,2020-12,299,45.52,13611.88,0.2238
P5032,2020-12,283,47.86,13543.6,0.2496
P5033,2020-12,278,46.27,12862.97,0.2349
P5039,2020-12,273,41.57,11349.33,0.2243
P5040,2020-12,282,40.89,11531.05,0.2243
P5041,2020-12,300,47.54,14263.42,0.2444
P5043,2020-12,302,49.46,14936.06,0.2243
P5044,2020-12,271,46.57,12620.19,0.2647
P5045,2020-12,291,49.28,14339.99,0.239
P5046,2020-12,265,47.99,12718.37,0.2315
P5047,2020-12,281,43.74,12291.39,0.2233
P5049,2020-12,238,58.29,13872.94,0.082
P5050,2020-12,217,59.02,12806.4,0.0778
P5051,2020-12,220,59.49,13087.28,0.0817
P5052,2020-12,240,55.3,13271.83,0.0935
P5056,2020-12,218,60.66,13223.43,0.0737
P5059,2020-12,238,60.61,14425.22,0.0681
P5060,2020-12,231,56.09,12956.85,0.092
P5061,2020-12,223,60.74,13543.93,0.0805
P5063,2020-12,244,59.28,14464.7,0.1066
P5065,2020-12,546,63.44,34637.98,0.0933
P5066,2020-12,245,58.5,14332.3,0.0982
P5067,2020-12,243,64.0,15552.63,0.0787
P5068,2020-12,227,56.76,12883.43,0.0754
P5073,2020-12,247,55.9,13807.59,0.093
P5074,2020-12,225,55.19,12418.14,0.0948
P5076,2020-12,221,62.35,13779.96,0.0781
P5077,2020-12,226,55.36,12510.89,0.0875
P5078,2020-12,220,62.18,13680.51,0.1013
P5080,2020-12,237,60.31,14292.65,0.0706
P5081,2020-12,215,64.78,13928.55,0.0833
P5082,2020-12,238,62.32,14832.44,0.1027
P5086,2020-12,243,55.64,13519.31,0.069
P5087,2020-12,241,63.76,15365.93,0.0625
P5088,2020-12,245,56.41,13819.4,0.0644
P5089,2020-12,228,60.35,13760.07,0.1031
P5091,2020-12,230,61.71,14192.16,0.091
P5092,2020-12,227,55.7,12644.91,0.0603
P5096,2020-12,243,62.08,15085.28,0.0736
P5098,2020-12,235,61.29,14402.8,0.1026
P5099,2020-12,245,63.55,15569.55,0.1075
P5100,2020-12,232,57.08,13241.57,0.0847
P5101,2020-12,246,55.65,13689.74,0.1035
P5103,2020-12,247,58.31,14403.09,0.1061
P5105,2020-12,227,59.89,13594.15,0.0834
P5106,2020-12,232,64.75,15021.71,0.104
P5108,2020-12,222,60.26,13377.3,0.088
P5110,2020-12,234,55.99,13101.63,0.0783
P5111,2020-12,236,63.07,14883.85,0.0938
P5112,2020-12,223,56.75,12655.32,0.0621
P5115,2020-12,234,59.26,13867.69,0.0762
P5116,2020-12,225,56.72,12761.96,0.0956
P5117,2020-12,245,63.47,15550.07,0.0637
P5118,2020-12,225,60.36,13580.19,0.0885
P5119,2020-12,231,59.77,13807.38,0.1035
P5001,2021-01,118,154.3,18207.38,0.0902
P5002,2021-01,119,154.31,18362.67,0.0754
P5007,2021-01,132,152.43,20121.25,0.0903
P5008,2021-01,124,147.4,18277.34,0.067
P5009,2021-01,128,153.96,19707.48,0.0989
P5010,2021-01,130,146.5,19044.49,0.0925
P5011,2021-01,125,145.35,18168.61,0.0881
P5012,2021-01,258,147.35,38016.81,0.0784
P5013,2021-01,120,147.85,17742.12,0.1066
P5014,2021-01,127,154.7,19646.51,0.0842
P5017,2021-01,124,150.13,18616.06,0.0805
P5020,2021-01,132,145.14,19158.88,0.0779
P5024,2021-01,118,148.0,17463.6,0.0748
P5025,2021-01,175,42.65,7464.14,0.238
P5028,2021-01,163,40.42,6588.38,0.2377
P5031,2021-01,182,46.51,8465.12,0.2595
P5032,2021-01,168,45.36,7620.35,0.2293
P5033,2021-01,174,46.49,8089.54,0.235
P5039,2021-01,167,45.38,7579.08,0.2618
P5040,2021-01,174,42.96,7474.7,0.2375
P5041,2021-01,176,48.55,8544.9,0.2447
P5044,2021-01,160,42.83,6853.35,0.2225
P5045,2021-01,183,41.94,7675.0,0.258
P5046,2021-01,167,40.05,6687.83,0.2312
P5047,2021-01,170,48.0,8160.06,0.2461
P5049,2021-01,139,58.51,8132.82,0.096
P5050,2021-01,137,60.57,8297.75,0.1059
P5051,2021-01,148,59.75,8843.7,0.0867
P5052,2021-01,146,62.69,9152.83,0.0767
P5056,2021-01,133,60.67,8068.8,0.0755
P5059,2021-01,145,61.87,8970.72,0.0945
P5060,2021-01,132,61.68,8141.64,0.0982
P5061,2021-01,137,58.1,7960.28,0.0772
P5063,2021-01,138,57.93,7994.49,0.105
P5065,2021-01,132,64.5,8514.42,0.0724
P5066,2021-01,136,59.74,8124.49,0.0821
P5067,2021-01,148,63.73,9432.7,0.0688
P5068,2021-01,142,58.32,8281.52,0.0989
P5073,2021-01,136,57.34,7798.6,0.0921
P5074,2021-01,149,63.26,9425.3,0.0833
P5076,2021-01,130,60.44,7857.65,0.1033
P5077,2021-01,137,61.01,8357.77,0.0671
P5080,2021-01,139,58.38,8114.53,0.1071
P5081,2021-01,147,55.54,8163.95,0.0777
P5082,2021-01,143,56.61,8095.73,0.0802
P5085,2021-01,139,63.14,8776.87,0.1052
P5086,2021-01,138,60.87,8399.53,0.0783
P5087,2021-01,145,60.96,8839.04,0.0632
P5088,2021-01,132,59.5,7853.65,0.1005
P5089,2021-01,147,63.8,9378.9,0.0987
P5091,2021-01,132,57.54,7595.14,0.0812
P5092,2021-01,130,56.22,7309.04,0.1024
P5095,2021-01,140,60.31,8442.99,0.0716
P5096,2021-01,146,57.65,8416.51,0.0903
P5098,2021-01,132,62.05,8191.12,0.0974
P5099,2021-01,143,63.49,9078.57,0.064
P5100,2021-01,136,59.71,8120.73,0.0737
P5101,2021-01,147,60.24,8855.68,0.0782
P5103,2021-01,148,56.02,8290.91,0.095
P5105,2021-01,143,63.75,9116.66,0.0857
P5106,2021-01,147,59.36,8726.54,0.1041
P5108,2021-01,133,56.12,7464.61,0.0978
P5110,2021-01,136,57.4,7806.79,0.0807
P5111,2021-01,146,64.52,9420.02,0.1012
P5112,2021-01,142,60.51,8592.39,0.0605
P5115,2021-01,146,59.04,8620.13,0.106
P5116,2021-01,138,63.42,8752.24,0.0783
P5117,2021-01,147,58.37,8579.86,0.0859
P5118,2021-01,146,55.36,8082.91,0.0677
P5119,2021-01,149,58.6,8731.77,0.1047
P5001,2021-02,131,149.85,19629.8,0.068
P5002,2021-02,121,153.32,18551.45,0.0741
P5007,2021-02,116,154.86,17963.84,0.0967
P5008,2021-02,120,153.89,18467.26,0.0678
P5009,2021-02,120,152.36,18282.9,0.0686
P5010,2021-02,117,148.17,17335.96,0.0777
P5011,2021-02,58,150.53,8730.76,0.0907
P5012,2021-02,123,146.53,18022.96,0.0795
P5013,2021-02,116,147.8,17144.47,0.0886
P5014,2021-02,127,145.37,18462.23,0.0735
P5017,2021-02,129,150.97,19475.18,0.1003
P5020,2021-02,130,150.34,19543.86,0.0862
P5024,2021-02,127,150.96,19171.88,0.0865
P5025,2021-02,183,43.48,7956.17,0.2494
P5028,2021-02,182,45.06,8200.93,0.2653
P5031,2021-02,167,43.54,7271.9,0.2247
P5032,2021-02,175,41.56,7272.14,0.2385
P5033,2021-02,167,49.02,8185.88,0.2258
P5039,2021-02,182,45.69,8314.87,0.2586
P5040,2021-02,172,42.57,7321.78,0.2563
P5041,2021-02,162,44.65,7233.2,0.2534
P5044,2021-02,175,43.93,7688.31,0.228
P5045,2021-02,172,47.15,8110.41,0.2209
P5046,2021-02,177,44.4,7858.49,0.2687
P5047,2021-02,179,47.24,8455.6,0.2454
P5049,2021-02,140,60.36,8450.45,0.0784
P5050,2021-02,145,59.19,8583.21,0.0748
P5051,2021-02,140,61.94,8670.96,0.0928
P5052,2021-02,134,61.06,8182.39,0.0859
P5056,2021-02,130,61.61,8009.57,0.1014
P5059,2021-02,138,62.0,8556.31,0.0631
P5060,2021-02,138,56.16,7749.8,0.0817
P5061,2021-02,147,62.49,9185.74,0.0701
P5063,2021-02,141,55.48,7822.85,0.0929
P5065,2021-02,143,61.24,8756.69,0.0847
P5066,2021-02,144,62.15,8948.92,0.1058
P5067,2021-02,132,55.53,7329.89,0.0614
P5068,2021-02,147,57.97,8521.36,0.0784
P5070,2021-02,140,58.12,8137.45,0.109
P5073,2021-02,140,63.35,8869.45,0.1032
P5074,2021-02,140,57.92,8108.49,0.0892
P5076,2021-02,130,57.46,7469.29,0.1038
P5077,2021-02,133,56.98,7577.75,0.1042
P5080,2021-02,134,59.67,7996.2,0.0706
P5081,2021-02,135,59.42,8022.21,0.0981
P5082,2021-02,146,60.21,8790.84,0.1028
P5085,2021-02,141,60.56,8539.14,0.0837
P5086,2021-02,135,59.15,7985.05,0.0824
P5087,2021-02,142,56.88,8076.72,0.0813
P5088,2021-02,130,56.9,7397.07,0.0719
P5089,2021-02,141,62.41,8799.84,0.0909
P5091,2021-02,139,62.28,8656.66,0.0648
P5092,2021-02,145,60.51,8773.54,0.1036
P5095,2021-02,140,56.28,7878.6,0.0867
P5096,2021-02,136,63.69,8661.28,0.0852
P5098,2021-02,145,61.7,8946.97,0.0654
P5099,2021-02,144,64.41,9274.71,0.074
P5100,2021-02,138,61.63,8505.25,0.0723
P5101,2021-02,144,59.28,8536.58,0.0719
P5103,2021-02,131,62.86,8235.24,0.0685
P5105,2021-02,149,63.37,9441.48,0.0948
P5106,2021-02,131,63.09,8264.75,0.0773
P5108,2021-02,140,59.26,8296.41,0.086
P5110,2021-02,148,62.09,9189.43,0.0983
P5111,2021-02,143,55.44,7927.92,0.076
P5112,2021-02,137,55.42,7592.39,0.0769
P5115,2021-02,134,61.09,8186.3,0.084
P5116,2021-02,136,60.44,8220.16,0.1008
P5117,2021-02,142,56.79,8063.98,0.062
P5118,2021-02,136,61.12,8312.77,0.0686
P5119,2021-02,134,62.07,8317.83,0.0665
P5001,2021-03,131,154.78,20276.36,0.1088
P5002,2021-03,130,150.05,19506.56,0.0895
P5007,2021-03,130,151.99,19758.21,0.1055
P5008,2021-03,122,151.85,18525.18,0.0727
P5009,2021-03,125,150.57,18821.14,0.0949
P5010,2021-03,116,150.56,17465.54,0.0763
P5011,2021-03,116,154.93,17972.35,0.0736
P5012,2021-03,127,147.78,18768.33,0.0757
P5013,2021-03,117,146.35,17123.38,0.0905
P5014,2021-03,126,154.19,19427.45,0.0741
P5017,2021-03,122,153.37,18711.03,0.1083
P5020,2021-03,129,149.44,19278.26,0.0838
P5024,2021-03,130,145.38,18899.02,0.0822
P5025,2021-03,160,41.53,6644.23,0.2592
P5028,2021-03,179,48.29,8644.5,0.2648
P5031,2021-03,163,46.54,7585.31,0.2443
P5032,2021-03,162,43.72,7082.08,0.2519
P5033,2021-03,172,46.16,7940.09,0.2427
P5039,2021-03,177,42.91,7594.56,0.2548
P5040,2021-03,168,44.56,7486.02,0.2666
P5041,2021-03,170,49.19,8362.76,0.2364
P5044,2021-03,181,46.77,8464.85,0.2391
P5045,2021-03,174,48.37,8416.2,0.2353
P5046,2021-03,168,48.33,8119.94,0.2441
P5047,2021-03,182,47.27,8603.85,0.2455
P5049,2021-03,134,55.76,7471.83,0.0766
P5050,2021-03,145,56.14,8140.49,0.1054
P5051,2021-03,135,57.85,7810.23,0.1098
P5052,2021-03,149,61.08,9101.04,0.0708
P5055,2021-03,133,60.89,8098.74,0.1035
P5056,2021-03,130,60.59,7877.34,0.0605
P5059,2021-03,136,61.11,8311.6,0.1055
P5060,2021-03,138,60.03,8283.89,0.0686
P5061,2021-03,141,58.17,8202.24,0.0918
P5063,2021-03,142,62.93,8935.54,0.0669
P5065,2021-03,144,56.82,8181.83,0.1014
P5066,2021-03,141,60.88,8584.14,0.1013
P5067,2021-03,149,64.89,9669.06,0.099
P5068,2021-03,135,60.22,8129.81,0.0873
P5070,2021-03,148,64.85,9597.5,0.0853
P5073,2021-03,136,60.12,8176.48,0.077
P5074,2021-03,148,62.58,9261.29,0.0986
P5076,2021-03,135,64.58,8718.67,0.1033
P5077,2021-03,130,60.58,7874.77,0.1065
P5080,2021-03,150,57.97,8694.94,0.0868
P5081,2021-03,138,55.73,7690.58,0.0809
P5082,2021-03,148,59.65,8828.38,0.0722
P5085,2021-03,147,57.11,8394.46,0.073
P5086,2021-03,134,61.3,8213.76,0.0746
P5087,2021-03,139,56.04,7790.24,0.1078
P5088,2021-03,136,60.98,8293.87,0.0772
P5089,2021-03,143,64.84,9272.31,0.0698
P5091,2021-03,136,61.84,8410.05,0.0971
P5092,2021-03,144,64.42,9276.23,0.079
P5095,2021-03,139,62.47,8682.76,0.0789
P5096,2021-03,145,62.01,8992.1,0.0624
P5098,2021-03,134,57.45,7698.65,0.0718
P5099,2021-03,148,60.34,8930.71,0.0625
P5100,2021-03,148,57.44,8501.19,0.0786
P5101,2021-03,145,61.59,8930.81,0.0621
P5103,2021-03,137,61.07,8366.31,0.0698
P5105,2021-03,145,59.3,8598.84,0.0945
P5106,2021-03,149,59.97,8935.52,0.1049
P5108,2021-03,146,61.83,9027.04,0.0776
P5110,2021-03,132,59.83,7897.1,0.0627
P5111,2021-03,145,56.03,8125.0,0.097
P5112,2021-03,134,57.21,7666.42,0.1063
P5115,2021-03,144,63.22,9103.44,0.0697
P5116,2021-03,144,61.31,8828.13,0.0876
P5117,2021-03,137,58.2,7973.65,0.1076
P5118,2021-03,142,62.74,8909.75,0.0908
P5119,2021-03,75,55.77,4182.74,0.0637
P5001,2021-04,117,146.71,17165.16,0.0768
P5002,2021-04,125,145.44,18179.61,0.0678
P5007,2021-04,116,150.06,17406.96,0.0839
P5008,2021-04,131,145.43,19051.1,0.1098
P5009,2021-04,121,151.32,18309.37,0.1023
P5010,2021-04,123,145.61,17909.79,0.0887
P5011,2021-04,129,148.75,19188.81,0.0914
P5012,2021-04,123,152.8,18794.78,0.0933
P5013,2021-04,128,154.82,19816.78,0.0691
P5014,2021-04,124,152.6,18922.6,0.0948
P5017,2021-04,130,152.76,19858.22,0.0684
P5020,2021-04,128,152.19,19479.74,0.0873
P5021,2021-04,132,153.89,20313.48,0.0707
P5024,2021-04,120,147.51,17701.6,0.0726
P5025,2021-04,178,44.83,7980.55,0.2605
P5028,2021-04,168,49.72,8353.15,0.2319
P5029,2021-04,164,44.0,7215.74,0.2646
P5031,2021-04,170,45.18,7679.87,0.2541
P5032,2021-04,177,47.95,8486.34,0.221
P5033,2021-04,162,43.12,6986.0,0.2481
P5039,2021-04,166,47.74,7924.48,0.2254
P5040,2021-04,160,45.58,7292.68,0.2468
P5041,2021-04,169,45.45,7681.27,0.2698
P5044,2021-04,162,49.56,8028.99,0.2353
P5045,2021-04,179,45.68,8177.46,0.2636
P5046,2021-04,167,44.72,7468.74,0.2686
P5047,2021-04,180,47.14,8485.04,0.2426
P5049,2021-04,139,61.35,8527.48,0.0653
P5050,2021-04,149,61.18,9116.31,0.103
P5051,2021-04,134,58.79,7878.26,0.063
P5052,2021-04,141,64.62,9110.96,0.1094
P5055,2021-04,147,64.71,9512.92,0.0668
P5056,2021-04,135,63.21,8533.25,0.0909
P5059,2021-04,147,64.2,9437.18,0.0948
P5060,2021-04,137,58.87,8065.18,0.0884
P5061,2021-04,134,57.88,7755.98,0.0646
P5063,2021-04,145,57.7,8366.73,0.0816
P5065,2021-04,144,62.88,9054.99,0.0826
P5066,2021-04,147,62.48,9184.0,0.0886
P5067,2021-04,136,58.06,7896.38,0.109
P5068,2021-04,135,62.92,8493.62,0.0852
P5070,2021-04,145,55.52,8050.62,0.079
P5073,2021-04,136,62.22,8461.32,0.0777
P5074,2021-04,138,62.71,8653.8,0.0939
P5076,2021-04,131,58.4,7650.34,0.1096
P5077,2021-04,132,59.55,7860.56,0.1093
P5080,2021-04,143,55.35,7914.52,0.1095
P5081,2021-04,142,58.84,8355.59,0.064
P5082,2021-04,138,62.99,8692.46,0.0635
P5085,2021-04,140,62.55,8757.54,0.0661
P5086,2021-04,141,64.29,9065.22,0.1013
P5087,2021-04,137,61.71,8454.11,0.0609
P5088,2021-04,133,55.63,7398.96,0.0826
P5089,2021-04,133,61.76,8213.44,0.1027
P5091,2021-04,145,58.78,8522.62,0.0816
P5092,2021-04,142,62.31,8848.46,0.0901
P5095,2021-04,137,59.13,8101.36,0.0799
P5096,2021-04,136,64.23,8735.84,0.0627
P5098,2021-04,145,64.53,9357.11,0.0866
P5099,2021-04,132,59.77,7889.94,0.0737
P5100,2021-04,143,59.34,8485.39,0.0798
P5101,2021-04,137,58.61,8030.2,0.084
P5103,2021-04,143,63.31,9053.9,0.0777
P5105,2021-04,144,61.51,8857.77,0.0687
P5106,2021-04,145,56.51,8193.43,0.0858
P5108,2021-04,141,58.03,8182.05,0.1024
P5110,2021-04,149,57.07,8503.33,0.0764
P5111,2021-04,135,59.71,8061.1,0.0695
P5112,2021-04,144,62.23,8960.69,0.0939
P5115,2021-04,139,55.53,7718.35,0.0648
P5116,2021-04,136,60.76,8263.33,0.1087
P5117,2021-04,133,61.07,8122.34,0.081
P5118,2021-04,143,59.84,8556.44,0.0626
P5119,2021-04,147,61.19,8994.42,0.072
P5001,2021-05,123,147.82,18182.06,0.0762
P5002,2021-05,129,148.07,19101.67,0.1067
P5007,2021-05,229,151.71,34740.96,0.0839
P5008,2021-05,126,152.96,19272.91,0.0678
P5009,2021-05,131,146.91,19244.96,0.0638
P5010,2021-05,122,154.03,18791.07,0.1089
P5011,2021-05,130,152.27,19794.58,0.1032
P5012,2021-05,117,149.61,17504.46,0.0804
P5013,2021-05,120,154.76,18571.3,0.1052
P5014,2021-05,125,153.54,19192.54,0.0706
P5017,2021-05,131,146.47,19187.43,0.0963
P5020,2021-05,128,149.08,19082.59,0.0689
P5021,2021-05,121,153.86,18616.63,0.1083
P5024,2021-05,128,154.78,19811.46,0.0648
P5025,2021-05,173,48.55,8399.13,0.2375
P5028,2021-05,160,46.23,7397.12,0.2239
P5029,2021-05,181,44.33,8023.74,0.2647
P5031,2021-05,175,42.37,7413.93,0.2334
P5032,2021-05,170,42.16,7167.4,0.2693
P5033,2021-05,323,42.95,13872.62,0.2301
P5039,2021-05,172,40.9,7034.39,0.2226
P5040,2021-05,171,48.58,8307.26,0.2227
P5041,2021-05,170,49.03,8335.39,0.2681
P5044,2021-05,183,42.15,7713.43,0.252
P5045,2021-05,169,45.88,7753.66,0.2395
P5046,2021-05,162,48.28,7821.88,0.2468
P5047,2021-05,178,45.9,8170.7,0.255
P5049,2021-05,147,61.14,8986.96,0.0849
P5050,2021-05,134,59.79,8011.77,0.0837
P5051,2021-05,146,61.23,8939.79,0.0873
P5052,2021-05,135,60.35,8146.62,0.0642
P5055,2021-05,137,59.48,8148.69,0.0714
P5056,2021-05,140,64.13,8978.33,0.088
P5059,2021-05,142,58.28,8275.66,0.0799
P5060,2021-05,138,60.2,8307.07,0.083
P5061,2021-05,137,63.06,8639.62,0.099
P5063,2021-05,141,64.72,9125.01,0.1049
P5065,2021-05,137,60.26,8255.85,0.091
P5066,2021-05,144,60.71,8742.86,0.1024
P5067,2021-05,145,60.74,8807.61,0.0905
P5068,2021-05,147,56.3,8276.01,0.0833
P5070,2021-05,137,58.28,7984.71,0.0779
P5073,2021-05,131,62.54,8192.17,0.1063
P5074,2021-05,135,60.54,8172.5,0.091
P5076,2021-05,136,60.66,8249.32,0.0663
P5077,2021-05,144,64.87,9341.74,0.097
P5080,2021-05,140,56.43,7900.25,0.0645
P5081,2021-05,144,58.33,8399.88,0.1009
P5082,2021-05,142,62.81,8919.5,0.1022
P5085,2021-05,137,58.87,8064.67,0.0954
P5086,2021-05,146,61.6,8993.95,0.0665
P5087,2021-05,148,60.29,8922.79,0.0625
P5088,2021-05,131,56.1,7348.77,0.0985
P5089,2021-05,139,61.52,8551.75,0.0624
P5090,2021-05,146,56.39,8232.64,0.0623
P5091,2021-05,143,61.1,8737.76,0.0981
P5092,2021-05,146,57.55,8402.08,0.1075
P5095,2021-05,133,61.21,8140.86,0.0742
P5096,2021-05,140,57.23,8012.17,0.0644
P5098,2021-05,138,58.64,8092.58,0.0985
P5099,2021-05,339,61.32,20787.27,0.085
P5100,2021-05,255,56.69,14454.88,0.1061
P5101,2021-05,142,55.09,7822.46,0.064
P5103,2021-05,144,64.57,9297.84,0.0857
P5105,2021-05,135,61.6,8315.75,0.0716
P5106,2021-05,135,58.64,7916.88,0.094
P5108,2021-05,136,60.54,8233.48,0.0937
P5110,2021-05,134,62.36,8355.98,0.0903
P5111,2021-05,135,64.48,8704.92,0.0969
P5112,2021-05,145,60.13,8718.18,0.0976
P5115,2021-05,145,63.57,9216.93,0.073
P5116,2021-05,144,61.31,8828.67,0.095
P5117,2021-05,145,58.98,8551.49,0.1016
P5118,2021-05,148,60.32,8927.36,0.1018
P5119,2021-05,149,55.85,8322.2,0.1001
P5001,2021-06,138,145.8,20120.06,0.0808
P5002,2021-06,151,150.78,22767.67,0.0946
P5005,2021-06,134,149.84,20078.2,0.1012
P5007,2021-06,146,151.05,22053.44,0.1066
P5008,2021-06,147,147.98,21753.45,0.0736
P5009,2021-06,152,149.73,22759.14,0.0967
P5010,2021-06,151,154.28,23296.18,0.0938
P5011,2021-06,137,148.63,20362.68,0.0605
P5012,2021-06,141,151.84,21409.92,0.0913
P5013,2021-06,133,154.18,20506.44,0.0677
P5014,2021-06,148,146.44,21673.45,0.077
