model_id,month,units_sold,avg_price,dealership_count,revenue
C1016,2021-07,66,76398,16,5042268
C1018,2021-07,130,18468,10,2400840
C1019,2021-07,27,76656,12,2069712
C1021,2021-07,243,35899,15,8723457
C1022,2021-07,112,50016,21,5601792
C1023,2021-07,224,25080,11,5617920
C1024,2021-07,131,51412,21,6734972
C1025,2021-07,170,50270,11,8545900
C1026,2021-07,21,75833,13,1592493
C1029,2021-07,20,76830,10,1536600
C1030,2021-07,19,77125,25,1465375
C1031,2021-07,46,76315,14,3510490
C1032,2021-07,21,76352,10,1603392
C1034,2021-07,19,76360,25,1450840
C1035,2021-07,21,76849,8,1613829
C1036,2021-07,35,76147,25,2665145
C1038,2021-07,145,50759,11,7360055
C1039,2021-07,220,18171,24,3997620
C1040,2021-07,120,18133,19,2175960
C1041,2021-07,228,18293,22,4170804
C1043,2021-07,121,18320,24,2216720
C1049,2021-07,195,18027,16,3515265
C1051,2021-07,119,18085,14,2152115
C1053,2021-07,82,35556,20,2915592
C1057,2021-07,60,77129,13,4627740
C1059,2021-07,123,18475,9,2272425
C1061,2021-07,125,18138,12,2267250
C1062,2021-07,157,50960,25,8000720
C1063,2021-07,132,50580,25,6676560
C1066,2021-07,219,25142,11,5506098
C1067,2021-07,59,50764,21,2995076
C1069,2021-07,123,18057,9,2221011
C1071,2021-07,99,25404,16,2514996
C1072,2021-07,34,75948,14,2582232
C1074,2021-07,126,25163,19,3170538
C1075,2021-07,99,25502,10,2524698
C1077,2021-07,21,76872,20,1614312
C1080,2021-07,80,35738,17,2859040
C1081,2021-07,197,25201,9,4964597
C1082,2021-07,121,18499,19,2238379
C1086,2021-07,325,18062,16,5870150
C1089,2021-07,262,25160,18,6591920
C1090,2021-07,218,25282,19,5511476
C1093,2021-07,45,76998,19,3464910
C1094,2021-07,129,50652,16,6534108
C1095,2021-07,20,75647,20,1512940
C1097,2021-07,20,75246,17,1504920
C1102,2021-07,119,18238,24,2170322
C1001,2021-08,101,25160,21,2541160
C1002,2021-08,81,35667,24,2889027
C1006,2021-08,56,50351,9,2819656
C1007,2021-08,94,25461,9,2393334
C1008,2021-08,135,51425,14,6942375
C1010,2021-08,279,25511,9,7117569
C1011,2021-08,43,76563,14,3292209
C1016,2021-08,63,75654,15,4766202
C1018,2021-08,134,18072,23,2421648
C1019,2021-08,29,75504,24,2189616
C1021,2021-08,261,35021,12,9140481
C1022,2021-08,116,50183,24,5821228
C1023,2021-08,245,25155,13,6162975
C1024,2021-08,127,51435,24,6532245
C1025,2021-08,179,50710,25,9077090
C1026,2021-08,19,75071,17,1426349
C1029,2021-08,19,75197,24,1428743
C1030,2021-08,20,75389,13,1507780
C1031,2021-08,48,76756,25,3684288
C1032,2021-08,19,76823,22,1459637
C1034,2021-08,20,77049,24,1540980
C1035,2021-08,20,75179,19,1503580
C1036,2021-08,38,76742,11,2916196
C1038,2021-08,148,50840,12,7524320
C1039,2021-08,223,18429,16,4109667
C1040,2021-08,120,18396,25,2207520
C1041,2021-08,240,18290,14,4389600
C1043,2021-08,119,18521,22,2203999
C1049,2021-08,205,18373,22,3766465
C1051,2021-08,118,18364,22,2166952
C1053,2021-08,81,35919,25,2909439
C1057,2021-08,59,75953,24,4481227
C1059,2021-08,117,18058,19,2112786
C1061,2021-08,119,18086,15,2152234
C1062,2021-08,154,50678,8,7804412
C1063,2021-08,130,50504,25,6565520
C1066,2021-08,218,25202,12,5494036
C1067,2021-08,60,51452,20,3087120
C1069,2021-08,118,18247,18,2153146
C1071,2021-08,99,25539,24,2528361
C1072,2021-08,33,75152,8,2480016
C1074,2021-08,134,25364,24,3398776
C1075,2021-08,97,25532,10,2476604
C1077,2021-08,20,75939,20,1518780
C1078,2021-08,123,18305,13,2251515
C1080,2021-08,81,35983,20,2914623
C1081,2021-08,201,25638,23,5153238
C1082,2021-08,122,18385,23,2242970
C1086,2021-08,338,18339,8,6198582
C1089,2021-08,257,25741,15,6615437
C1090,2021-08,214,25567,20,5471338
C1093,2021-08,47,75429,18,3545163
C1094,2021-08,141,50567,20,7129947
C1095,2021-08,20,77083,21,1541660
C1097,2021-08,20,76628,13,1532560
C1102,2021-08,117,18396,8,2152332
C1001,2021-09,87,25349,24,2205363
C1002,2021-09,76,35302,25,2682952
C1006,2021-09,54,51341,18,2772414
C1007,2021-09,86,25005,12,2150430
C1008,2021-09,125,50455,15,6306875
C1010,2021-09,268,25222,13,6759496
C1011,2021-09,41,76483,9,3135803
C1016,2021-09,61,76948,13,4693828
C1018,2021-09,125,18467,9,2308375
C1019,2021-09,27,76732,18,2071764
C1021,2021-09,229,35245,22,8071105
C1022,2021-09,106,50226,23,5323956
C1023,2021-09,211,25427,25,5365097
C1024,2021-09,122,50265,13,6132330
C1025,2021-09,153,50253,10,7688709
C1026,2021-09,17,76929,22,1307793
C1029,2021-09,18,75134,25,1352412
C1030,2021-09,18,75920,12,1366560
C1031,2021-09,45,75814,19,3411630
C1032,2021-09,17,75424,8,1282208
C1034,2021-09,17,76193,12,1295281
C1035,2021-09,18,76533,11,1377594
C1036,2021-09,33,75000,19,2475000
C1038,2021-09,132,50181,14,6623892
C1039,2021-09,446,18206,11,8119876
C1040,2021-09,108,18479,24,1995732
C1041,2021-09,208,18362,13,3819296
C1043,2021-09,112,18033,8,2019696
C1049,2021-09,187,18085,11,3381895
C1051,2021-09,107,18368,25,1965376
C1053,2021-09,72,35532,11,2558304
C1057,2021-09,56,75081,12,4204536
C1059,2021-09,106,18505,10,1961530
C1061,2021-09,109,18372,10,2002548
C1062,2021-09,144,51023,10,7347312
C1063,2021-09,117,50445,13,5902065
C1066,2021-09,207,25066,17,5188662
C1067,2021-09,60,51260,17,3075600
C1069,2021-09,112,18463,22,2067856
C1071,2021-09,91,25651,23,2334241
C1072,2021-09,31,76833,11,2381823
C1074,2021-09,115,25548,21,2938020
C1075,2021-09,89,25058,17,2230162
C1077,2021-09,17,77112,17,1310904
C1078,2021-09,116,18074,8,2096584
C1080,2021-09,72,35399,12,2548728
C1081,2021-09,186,25410,13,4726260
C1082,2021-09,112,18414,12,2062368
C1086,2021-09,308,18329,12,5645332
C1089,2021-09,233,25038,18,5833854
C1090,2021-09,195,25464,11,4965480
C1093,2021-09,44,75161,12,3307084
C1094,2021-09,126,50466,16,6358716
C1095,2021-09,18,75048,22,1350864
C1097,2021-09,17,75558,13,1284486
C1102,2021-09,108,18245,9,1970460
C1001,2021-10,78,25297,21,1973166
C1002,2021-10,68,36012,21,2448816
C1006,2021-10,50,51238,12,2561900
C1007,2021-10,81,25526,17,2067606
C1008,2021-10,216,50138,20,10829808
C1010,2021-10,246,25514,11,6276444
C1011,2021-10,36,75373,25,2713428
C1016,2021-10,52,75916,17,3947632
C1018,2021-10,112,18100,22,2027200
C1019,2021-10,25,75080,21,1877000
C1021,2021-10,204,35885,12,7320540
C1022,2021-10,100,50142,15,5014200
C1023,2021-10,193,25143,17,4852599
C1024,2021-10,113,50626,22,5720738
C1025,2021-10,144,50075,13,7210800
C1026,2021-10,17,76132,12,1294244
C1029,2021-10,15,75582,24,1133730
C1030,2021-10,15,75574,18,1133610
C1031,2021-10,40,76386,19,3055440
C1032,2021-10,15,76680,15,1150200
C1034,2021-10,16,77121,16,1233936
C1035,2021-10,17,76592,17,1302064
C1036,2021-10,32,76646,12,2452672
C1038,2021-10,125,50480,16,6310000
C1039,2021-10,197,18113,11,3568261
C1040,2021-10,101,18307,17,1849007
C1041,2021-10,205,18491,13,3790655
C1043,2021-10,101,18336,18,1851936
C1049,2021-10,180,18159,22,3268620
C1051,2021-10,103,18480,21,1903440
C1053,2021-10,27,35900,18,969300
C1057,2021-10,49,77187,25,3782163
C1059,2021-10,100,18153,21,1815300
C1061,2021-10,95,18090,10,1718550
C1062,2021-10,124,51254,13,6355496
C1063,2021-10,110,51364,17,5650040
C1066,2021-10,181,25062,20,4536222
C1067,2021-10,53,50334,21,2667702
C1069,2021-10,54,18159,14,980586
C1071,2021-10,76,25654,10,1949704
C1072,2021-10,13,76416,18,993408
C1074,2021-10,112,25198,20,2822176
C1075,2021-10,82,25748,18,2111336
C1077,2021-10,16,76552,14,1224832
C1078,2021-10,108,18080,23,1952640
C1080,2021-10,68,35106,20,2387208
C1081,2021-10,161,25614,21,4123854
C1082,2021-10,100,18487,20,1848700
C1086,2021-10,271,18193,24,4930303
C1089,2021-10,212,25316,21,5366992
C1090,2021-10,179,25664,13,4593856
C1093,2021-10,38,75347,17,2863186
C1094,2021-10,113,50754,18,5735202
C1095,2021-10,15,76604,14,1149060
C1097,2021-10,17,75639,22,1285863
C1102,2021-10,100,18397,15,1839700
C1001,2021-11,80,25705,11,2056400
C1002,2021-11,63,35564,21,2240532
C1006,2021-11,50,50322,18,2516100
C1007,2021-11,75,25410,11,1905750
C1008,2021-11,114,50543,17,5761902
C1010,2021-11,245,25478,20,6242110
C1011,2021-11,36,76247,23,2744892
C1016,2021-11,54,75834,22,4095036
C1018,2021-11,123,18013,20,2215599
C1019,2021-11,26,75636,25,1966536
C1021,2021-11,216,35103,12,7582248
C1022,2021-11,97,51421,21,4987837
C1023,2021-11,200,25283,9,5056600
C1024,2021-11,116,50742,13,5886072
C1025,2021-11,152,51068,21,7762336
C1026,2021-11,15,76571,21,1148565
C1029,2021-11,16,77227,23,1235632
C1030,2021-11,16,75063,13,1201008
C1031,2021-11,40,76667,12,3066680
C1032,2021-11,16,77058,16,1232928
C1034,2021-11,16,76009,16,1216144
C1035,2021-11,16,75196,21,1203136
C1036,2021-11,31,75216,24,2331696
C1038,2021-11,126,51380,23,6473880
C1039,2021-11,193,18109,8,3495037
C1040,2021-11,46,18404,19,846584
C1041,2021-11,199,18183,15,3618417
C1043,2021-11,100,18021,18,1802100
C1049,2021-11,174,18208,20,3168192
C1051,2021-11,99,18166,25,1798434
C1053,2021-11,68,35778,10,2432904
C1056,2021-11,75,25010,25,1875750
C1057,2021-11,54,76187,14,4114098
C1059,2021-11,99,18015,16,1783485
C1061,2021-11,94,18144,20,1705536
C1062,2021-11,126,51012,14,6427512
C1063,2021-11,117,50789,14,5942313
C1066,2021-11,187,25564,8,4780468
C1067,2021-11,54,50842,8,2745468
C1069,2021-11,97,18483,24,1792851
C1071,2021-11,80,25397,16,2031760
C1072,2021-11,30,76717,15,2301510
C1074,2021-11,113,25449,12,2875737
C1075,2021-11,78,25253,17,1969734
C1077,2021-11,16,76544,18,1224704
C1078,2021-11,113,18420,8,2081460
C1080,2021-11,64,35952,14,2300928
C1081,2021-11,173,25450,12,4402850
C1082,2021-11,97,18378,22,1782666
C1083,2021-11,80,25221,20,2017680
C1086,2021-11,278,18059,24,5020402
C1089,2021-11,226,25462,21,5754412
C1090,2021-11,178,25147,14,4476166
C1093,2021-11,41,76239,15,3125799
C1094,2021-11,116,50059,9,5806844
C1095,2021-11,16,75076,15,1201216
C1097,2021-11,16,76909,12,1230544
C1102,2021-11,99,18173,13,1799127
C1001,2021-12,85,25611,15,2176935
C1002,2021-12,72,35813,13,2578536
C1006,2021-12,55,50925,10,2800875
C1007,2021-12,85,25001,24,2125085
C1008,2021-12,127,51181,24,6499987
C1010,2021-12,273,25301,18,6907173
C1011,2021-12,44,76896,23,3383424
C1016,2021-12,61,75066,20,4579026
C1018,2021-12,130,18142,18,2358460
C1019,2021-12,30,75818,23,2274540
C1021,2021-12,247,35987,19,8888789
C1022,2021-12,119,50368,8,5993792
C1023,2021-12,227,25522,10,5793494
C1024,2021-12,131,50269,8,6585239
C1025,2021-12,161,50755,22,8171555
C1026,2021-12,17,76220,21,1295740
C1028,2021-12,18,75770,14,1363860
C1029,2021-12,18,75287,20,1355166
C1030,2021-12,17,75772,24,1288124
C1031,2021-12,48,77124,18,3701952
C1032,2021-12,18,76414,21,1375452
C1034,2021-12,18,75501,13,1359018
C1035,2021-12,17,75703,15,1286951
C1036,2021-12,37,76016,14,2812592
C1038,2021-12,147,50580,23,7435260
C1039,2021-12,218,18332,9,3996376
C1040,2021-12,115,18112,8,2082880
C1041,2021-12,223,18266,21,4073318
C1043,2021-12,113,18274,18,2064962
C1045,2021-12,17,75375,22,1281375
C1049,2021-12,198,18182,19,3600036
C1051,2021-12,107,18198,24,1947186
C1053,2021-12,73,35266,11,2574418
C1056,2021-12,84,25643,9,2154012
C1057,2021-12,58,76894,16,4459852
C1059,2021-12,112,18125,11,2030000
C1061,2021-12,110,18444,25,2028840
C1062,2021-12,142,51072,15,7252224
C1063,2021-12,135,50884,19,6869340
C1066,2021-12,217,25317,8,5493789
C1067,2021-12,67,50272,9,3368224
C1069,2021-12,111,18529,18,2056719
C1071,2021-12,86,25394,17,2183884
C1072,2021-12,34,76718,8,2608412
C1074,2021-12,135,25308,16,3416580
C1075,2021-12,87,25059,20,2180133
C1077,2021-12,18,76756,22,1381608
C1078,2021-12,129,18186,17,2345994
C1080,2021-12,71,35615,19,2528665
C1081,2021-12,194,25215,8,4891710
C1082,2021-12,110,18308,11,2013880
C1083,2021-12,89,25073,9,2231497
C1086,2021-12,312,18281,16,5703672
C1087,2021-12,51,51268,20,2614668
C1088,2021-12,86,25195,23,2166770
C1089,2021-12,256,25723,11,6585088
C1090,2021-12,198,25097,13,4969206
C1093,2021-12,46,75071,18,3453266
C1094,2021-12,138,50739,21,7001982
C1095,2021-12,18,76081,20,1369458
C1097,2021-12,18,75480,8,1358640
C1102,2021-12,107,18052,13,1931564
C1001,2022-01,136,28820,16,3919520
C1002,2022-01,115,40862,17,4699130
C1006,2022-01,72,58670,10,4224240
C1007,2022-01,140,28925,13,4049500
C1008,2022-01,152,58930,25,8957360
C1010,2022-01,443,28939,11,12819977
C1011,2022-01,16,86834,24,1389344
C1016,2022-01,61,86644,23,5285284
C1017,2022-01,142,29352,23,4167984
C1018,2022-01,231,21146,11,4884726
C1019,2022-01,30,88176,22,2645280
C1021,2022-01,396,40574,22,16067304
C1022,2022-01,133,57700,18,7674100
C1023,2022-01,371,29434,12,10920014
C1024,2022-01,150,58180,11,8727000
C1025,2022-01,184,57784,15,10632256
C1026,2022-01,19,88242,16,1676598
C1028,2022-01,18,87908,9,1582344
C1029,2022-01,19,86831,25,1649789
C1030,2022-01,19,87716,17,1666604
C1031,2022-01,49,86407,24,4233943
C1032,2022-01,19,87669,13,1665711
C1034,2022-01,19,88219,16,1676161
C1035,2022-01,19,87531,22,1663089
C1036,2022-01,39,88190,21,3439410
C1038,2022-01,163,58090,14,9468670
C1039,2022-01,363,21206,14,7697778
C1040,2022-01,177,20826,13,3686202
C1041,2022-01,384,21023,17,8072832
C1043,2022-01,170,21297,12,3620490
C1045,2022-01,17,88310,15,1501270
C1049,2022-01,329,20779,18,6836291
C1051,2022-01,173,20965,16,3626945
C1053,2022-01,118,41248,13,4867264
C1056,2022-01,139,29444,8,4092716
C1057,2022-01,63,87570,8,5516910
C1059,2022-01,166,20933,17,3474878
C1061,2022-01,172,20794,10,3576568
C1062,2022-01,175,58108,12,10168900
C1063,2022-01,147,57764,12,8491308
C1066,2022-01,346,29546,16,10222916
C1067,2022-01,75,58599,23,4394925
C1069,2022-01,166,21303,22,3536298
C1071,2022-01,133,29238,19,3888654
C1072,2022-01,37,88762,15,3284194
C1074,2022-01,219,28861,18,6320559
C1075,2022-01,142,28969,14,4113598
C1077,2022-01,18,87480,10,1574640
C1078,2022-01,215,20917,20,4497155
C1079,2022-01,175,21145,23,3700375
C1080,2022-01,119,40855,23,4861745
C1081,2022-01,320,28826,25,9224320
C1082,2022-01,175,21091,21,3690925
C1083,2022-01,134,29152,16,3906368
C1086,2022-01,486,20926,10,10170036
C1087,2022-01,59,57805,11,3410495
C1088,2022-01,132,28766,23,3797112
C1089,2022-01,402,29001,21,11658402
C1090,2022-01,338,29443,9,9951734
C1093,2022-01,48,86260,25,4140480
C1094,2022-01,161,59097,17,9514617
C1095,2022-01,18,86462,12,1556316
C1097,2022-01,19,87009,14,1653171
C1102,2022-01,173,20820,21,3601860
C1001,2022-02,134,29374,16,3936116
C1002,2022-02,115,41423,20,4763645
C1006,2022-02,73,59059,13,4311307
C1007,2022-02,145,29084,13,4217180
C1008,2022-02,161,57662,15,9283582
C1010,2022-02,436,29189,23,12726404
C1011,2022-02,44,87545,12,3851980
C1016,2022-02,67,86773,20,5813791
C1017,2022-02,147,29258,14,4300926
C1018,2022-02,234,20965,23,4905810
C1019,2022-02,32,88626,24,2836032
C1021,2022-02,399,41329,24,16490271
C1022,2022-02,136,58479,23,7953144
C1023,2022-02,360,28886,15,10398960
C1024,2022-02,152,58051,10,8823752
C1025,2022-02,199,58142,18,11570258
C1026,2022-02,18,88312,18,1589616
C1028,2022-02,19,87160,13,1656040
C1029,2022-02,18,86771,9,1561878
C1030,2022-02,19,88448,17,1680512
C1031,2022-02,50,86522,23,4326100
C1032,2022-02,19,87675,24,1665825
C1034,2022-02,18,87171,14,1569078
C1035,2022-02,19,86251,18,1638769
C1036,2022-02,40,86979,23,3479160
C1037,2022-02,19,86787,20,1648953
C1038,2022-02,172,57846,12,9949512
C1039,2022-02,353,21149,11,7465597
C1040,2022-02,168,21263,18,3572184
C1041,2022-02,391,21256,21,8311096
C1043,2022-02,175,20728,11,3627400
C1045,2022-02,19,88109,24,1674071
C1049,2022-02,336,20731,23,6965616
C1051,2022-02,180,21057,15,3790260
C1053,2022-02,115,40985,8,4713275
C1056,2022-02,144,28780,14,4144320
C1057,2022-02,65,87264,23,5672160
C1059,2022-02,174,21219,23,3692106
C1061,2022-02,171,20946,8,3581766
C1062,2022-02,173,58615,11,10140395
C1063,2022-02,153,58839,17,9002367
C1066,2022-02,360,29602,18,10656720
C1067,2022-02,80,57522,9,4601760
C1069,2022-02,169,21093,13,3564717
C1071,2022-02,58,28765,19,1668370
C1072,2022-02,34,87506,11,2975204
C1074,2022-02,226,29130,25,6583380
C1075,2022-02,144,29608,16,4263552
C1077,2022-02,17,87607,23,1489319
C1078,2022-02,217,21186,11,4597362
C1079,2022-02,171,20900,10,3573900
C1080,2022-02,115,40544,24,4662560
C1081,2022-02,305,29431,22,8976455
C1082,2022-02,181,20982,11,3797742
C1083,2022-02,143,29108,12,4162444
C1086,2022-02,527,21275,19,11211925
C1087,2022-02,62,58434,22,3622908
C1088,2022-02,143,29341,9,4195763
C1089,2022-02,407,29465,25,11992255
C1090,2022-02,336,29491,16,9908976
C1093,2022-02,45,86345,14,3885525
C1094,2022-02,164,58193,8,9543652
C1095,2022-02,18,86695,24,1560510
C1097,2022-02,18,87782,17,1580076
C1102,2022-02,177,20717,24,3666909
C1001,2022-03,128,28903,20,3699584
C1002,2022-03,102,41079,13,4190058
C1006,2022-03,66,58770,25,3878820
C1007,2022-03,120,28842,13,3461040
C1008,2022-03,138,58407,22,8060166
C1010,2022-03,406,28909,22,11737054
C1011,2022-03,41,87624,12,3592584
C1016,2022-03,57,88428,12,5040396
C1017,2022-03,135,29215,11,3944025
C1018,2022-03,222,20710,14,4597620
C1019,2022-03,29,87951,10,2550579
C1021,2022-03,357,41005,21,14638785
C1022,2022-03,124,57603,9,7142772
C1023,2022-03,340,29533,9,10041220
C1024,2022-03,141,59084,10,8330844
C1025,2022-03,171,58054,8,9927234
C1026,2022-03,17,86569,10,1471673
C1028,2022-03,17,88520,8,1504840
C1029,2022-03,17,86678,13,1473526
C1030,2022-03,17,88421,11,1503157
C1031,2022-03,47,88229,18,4146763
C1032,2022-03,16,87272,9,1396352
C1034,2022-03,16,87504,25,1400064
C1035,2022-03,16,86495,15,1383920
C1036,2022-03,36,86491,16,3113676
C1037,2022-03,17,88072,24,1497224
C1038,2022-03,157,58796,10,9230972
C1039,2022-03,319,21301,25,6795019
C1040,2022-03,160,21070,13,3371200
C1041,2022-03,345,21162,17,7300890
C1043,2022-03,163,21308,9,3473204
C1045,2022-03,16,88016,17,1408256
C1049,2022-03,686,21205,10,14546630
C1051,2022-03,163,20921,21,3410123
C1053,2022-03,101,41373,16,4178673
C1056,2022-03,130,29556,19,3842280
C1057,2022-03,57,86509,19,4931013
C1059,2022-03,155,20992,8,3253760
C1061,2022-03,156,20993,21,3274908
C1062,2022-03,168,57600,20,9676800
C1063,2022-03,135,58813,15,7939755
C1066,2022-03,303,29050,25,8802150
C1067,2022-03,72,58055,22,4179960
C1069,2022-03,70,21235,25,1486450
C1071,2022-03,124,29512,8,3659488
C1072,2022-03,32,88097,18,2819104
C1074,2022-03,198,29202,16,5781996
C1075,2022-03,123,29407,16,3617061
C1077,2022-03,16,86685,20,1386960
C1078,2022-03,195,20913,24,4078035
C1079,2022-03,151,21031,15,3175681
C1080,2022-03,101,41304,17,4171704
C1081,2022-03,304,28905,13,8787120
C1082,2022-03,156,21121,10,3294876
C1083,2022-03,122,29271,21,3571062
C1086,2022-03,455,20750,11,9441250
C1087,2022-03,56,58852,23,3295712
C1088,2022-03,126,29563,23,3724938
C1089,2022-03,373,29202,13,10892346
C1090,2022-03,314,29545,22,9277130
C1093,2022-03,45,87023,9,3916035
C1094,2022-03,293,57822,18,16941846
C1095,2022-03,16,86953,20,1391248
C1097,2022-03,8,88489,21,707912
C1102,2022-03,157,21199,13,3328243
C1001,2022-04,116,29383,24,3408428
C1002,2022-04,94,40799,22,3835106
C1006,2022-04,62,57519,11,3566178
C1007,2022-04,113,28981,11,3274853
C1008,2022-04,128,58355,12,7469440
C1010,2022-04,359,29406,9,10556754
C1011,2022-04,85,88345,14,7509325
C1016,2022-04,55,87103,24,4790665
C1017,2022-04,132,29205,18,3855060
C1018,2022-04,189,20979,17,3965031
C1019,2022-04,27,87141,20,2352807
C1021,2022-04,315,40640,8,12801600
C1022,2022-04,109,59037,12,6435033
C1023,2022-04,309,28873,12,8921757
C1024,2022-04,128,58049,12,7430272
C1025,2022-04,160,58637,21,9381920
C1026,2022-04,15,88092,23,1321380
C1028,2022-04,15,88138,24,1322070
C1029,2022-04,15,88808,12,1332120
C1030,2022-04,15,87378,22,1310670
C1031,2022-04,40,87409,16,3496360
C1032,2022-04,15,88549,14,1328235
C1033,2022-04,14,86534,25,1211476
C1034,2022-04,14,86762,15,1214668
C1035,2022-04,15,88595,9,1328925
C1036,2022-04,33,87350,11,2882550
C1037,2022-04,16,87562,24,1400992
C1038,2022-04,142,58885,20,8361670
C1039,2022-04,318,20979,12,6671322
C1040,2022-04,147,20734,22,3047898
C1041,2022-04,311,20772,23,6460092
C1043,2022-04,147,21219,21,3119193
C1045,2022-04,14,87665,14,1227310
C1049,2022-04,281,20870,13,5864470
C1051,2022-04,146,21127,18,3084542
C1053,2022-04,94,40318,22,3789892
C1056,2022-04,112,29465,20,3300080
C1057,2022-04,53,86252,14,4571356
C1058,2022-04,48,58812,14,2822976
C1059,2022-04,73,20826,20,1520298
C1061,2022-04,138,20976,11,2894688
C1062,2022-04,141,58509,24,8249769
C1063,2022-04,129,58486,22,7544694
C1066,2022-04,286,28938,25,8276268
C1067,2022-04,67,57666,11,3863622
C1069,2022-04,134,21272,12,2850448
C1071,2022-04,110,29541,18,3249510
C1072,2022-04,31,88247,18,2735657
C1074,2022-04,178,28758,24,5118924
C1075,2022-04,110,29497,21,3244670
C1077,2022-04,15,87651,9,1314765
C1078,2022-04,182,21059,9,3832738
C1079,2022-04,137,21062,22,2885494
C1080,2022-04,91,40751,10,3708341
C1081,2022-04,257,29274,22,7523418
C1082,2022-04,140,20746,19,2904440
C1083,2022-04,112,29390,12,3291680
C1086,2022-04,413,20740,10,8565620
C1087,2022-04,53,57917,9,3069601
C1088,2022-04,109,28887,22,3148683
C1089,2022-04,332,28764,10,9549648
C1090,2022-04,291,29065,15,8457915
C1093,2022-04,38,87777,17,3335526
C1094,2022-04,133,58320,16,7756560
C1095,2022-04,14,88727,18,1242178
C1097,2022-04,15,87730,18,1315950
C1102,2022-04,147,21051,21,3094497
C1001,2022-05,113,29604,20,3345252
C1002,2022-05,89,41132,25,3660748
C1006,2022-05,61,58164,17,3548004
C1007,2022-05,110,29565,14,3252150
C1008,2022-05,132,57969,9,7651908
C1010,2022-05,389,29317,19,11404313
C1011,2022-05,40,86951,23,3478040
C1015,2022-05,98,40530,10,3971940
C1016,2022-05,53,88298,13,4679794
C1017,2022-05,128,29158,22,3732224
C1018,2022-05,201,20778,25,4176378
C1019,2022-05,26,88785,9,2308410
C1021,2022-05,319,40954,17,13064326
C1022,2022-05,116,58677,11,6806532
C1023,2022-05,120,28982,22,3477840
C1024,2022-05,122,58228,14,7103816
C1025,2022-05,164,57625,20,9450500
C1026,2022-05,14,88657,22,1241198
C1028,2022-05,14,86344,12,1208816
C1029,2022-05,14,86892,9,1216488
C1030,2022-05,15,87832,18,1317480
C1031,2022-05,44,87481,13,3849164
C1032,2022-05,15,88794,10,1331910
C1033,2022-05,15,87007,15,1305105
C1034,2022-05,15,86996,12,1304940
C1035,2022-05,15,86311,19,1294665
C1036,2022-05,32,87795,12,2809440
C1037,2022-05,17,87787,12,1492379
C1038,2022-05,145,59054,25,8562830
C1039,2022-05,324,20728,23,6715872
C1040,2022-05,137,20940,25,2868780
C1041,2022-05,334,21295,23,7112530
C1043,2022-05,139,21091,14,2931649
C1045,2022-05,15,86608,16,1299120
C1049,2022-05,287,20806,12,5971322
C1051,2022-05,136,21278,12,2893808
C1053,2022-05,94,40545,17,3811230
C1056,2022-05,115,29076,14,3343740
C1057,2022-05,50,87221,23,4361050
C1058,2022-05,49,58410,17,2862090
C1059,2022-05,143,20744,22,2966392
C1061,2022-05,137,21199,10,2904263
C1062,2022-05,151,58783,12,8876233
C1063,2022-05,127,57982,13,7363714
C1066,2022-05,296,29269,19,8663624
C1067,2022-05,67,57756,15,3869652
C1069,2022-05,142,21083,9,2993786
C1071,2022-05,116,29272,15,3395552
C1072,2022-05,30,86464,19,2593920
C1074,2022-05,186,28995,17,5393070
C1075,2022-05,109,29529,22,3218661
C1077,2022-05,15,87358,14,1310370
C1078,2022-05,185,20857,14,3858545
C1079,2022-05,137,20930,22,2867410
C1080,2022-05,95,41295,23,3923025
C1081,2022-05,272,28918,10,7865696
C1082,2022-05,135,20941,14,2827035
C1083,2022-05,108,29112,19,3144096
C1086,2022-05,452,20976,19,9481152
C1087,2022-05,58,58916,23,3417128
C1088,2022-05,108,28824,25,3112992
C1089,2022-05,329,28950,20,9524550
C1090,2022-05,279,29040,11,8102160
C1093,2022-05,39,88218,9,3440502
C1094,2022-05,136,57634,15,7838224
C1095,2022-05,15,86609,12,1299135
C1097,2022-05,14,88689,15,1241646
C1102,2022-05,147,20808,12,3058776
C1001,2022-06,127,28783,20,3655441
C1002,2022-06,105,41302,25,4336710
C1006,2022-06,74,57501,23,4255074
C1007,2022-06,120,29106,17,3492720
C1008,2022-06,149,59091,24,8804559
C1010,2022-06,437,29566,13,12920342
C1011,2022-06,44,88738,10,3904472
C1015,2022-06,114,40618,14,4630452
C1016,2022-06,28,86628,22,2425584
C1017,2022-06,149,29273,24,4361677
C1018,2022-06,238,20777,10,4944926
C1019,2022-06,32,88442,18,2830144
C1020,2022-06,17,88038,20,1496646
C1021,2022-06,379,40368,25,15299472
C1022,2022-06,130,57691,10,7499830
C1023,2022-06,352,29464,16,10371328
C1024,2022-06,150,57753,21,8662950
C1025,2022-06,189,58468,21,11050452
C1026,2022-06,17,86288,17,1466896
C1028,2022-06,16,86664,9,1386624
C1029,2022-06,17,87553,25,1488401
C1030,2022-06,16,86741,10,1387856
C1031,2022-06,46,86884,8,3996664
C1032,2022-06,17,87589,15,1489013
C1033,2022-06,16,88070,17,1409120
C1034,2022-06,17,86667,12,1473339
C1035,2022-06,16,87366,10,1397856
C1036,2022-06,36,86633,25,3118788
C1037,2022-06,20,86693,12,1733860
C1038,2022-06,164,57667,19,9457388
C1039,2022-06,724,20729,23,15007796
C1040,2022-06,162,20999,8,3401838
C1041,2022-06,357,20720,22,7397040
